c_p_i_2_2,-5.780910,2,2,72,18,2.310080,0.002156,23.392458,0.122536,0.089280,0.782457,21,2,2.190476,5.142857
c_p_i_2_2,-5.780912,2,2,72,18,2.212537,1.470200,176.320464,0.045983,0.016286,0.936920,22,2,2.227273,5.045455
