c_w_i_2_2,-5.780917,2,2,36,18,2.310080,0.000365,8.146742,0.318481,0.278183,0.381050,20,1,2.200000,3.750000
c_w_i_2_2,-5.780934,2,2,36,18,2.212537,4.878113,3229.267289,0.194098,0.000847,0.770251,22,2,2.272727,5.045455
