r_p_h_2_2,-5.780905,2,2,180,35,1.188294,0.000959,91.370275,0.342286,0.274644,0.383070,33,0,2.424242,2.454545
r_p_h_2_2,-5.780903,2,2,180,35,1.044876,0.001151,123.766067,0.314264,0.267733,0.418003,36,0,2.416667,2.472222
