r_p_i_2_2,-5.780926,2,2,180,35,1.188294,0.000876,52.838574,0.166079,0.144710,0.681667,21,2,2.190476,5.095238
r_p_i_2_2,-5.780903,2,2,180,35,1.044876,0.363968,90.250283,0.153078,0.081568,0.765355,22,0,2.000000,2.318182
