r_w_i_2_2,-5.780917,2,2,70,35,1.188294,0.000514,46.043061,0.171291,0.153174,0.672943,27,0,2.037037,2.370370
r_w_i_2_2,-5.780927,2,2,70,35,1.044876,1.113610,187.714326,0.135863,0.025250,0.296375,23,2,2.130435,4.913043
