x,y
0.0,0.0
0.0,0.0
0.0,0.7060931899641577
0.02345897282398896,0.7060931899641577
0.02345897282398896,0.7096774193548387
0.05246741989413548,0.7096774193548387
0.05246741989413548,0.7132616487455197
0.0544477840223765,0.7132616487455197
0.0544477840223765,0.7168458781362007
0.056583528366367514,0.7168458781362007
0.056583528366367514,0.7240143369175627
0.058893689053568614,0.7240143369175627
0.058893689053568614,0.7275985663082437
0.06413033741971556,0.7275985663082437
0.06413033741971556,0.7311827956989247
0.06711419585853703,0.7311827956989247
0.06711419585853703,0.7347670250896058
0.07594885323329842,0.7347670250896058
0.07594885323329842,0.7383512544802867
0.07800251200127316,0.7383512544802867
0.07800251200127316,0.7455197132616488
0.08246216019197297,0.7455197132616488
0.08246216019197297,0.7562724014336918
0.09019780897157816,0.7562724014336918
0.09019780897157816,0.7598566308243727
0.09310940439148145,0.7598566308243727
0.09310940439148145,0.7634408602150538
0.09621531525930298,0.7634408602150538
0.09621531525930298,0.7670250896057348
0.09953567355091437,0.7670250896057348
0.09953567355091437,0.7777777777777778
0.10691520391651188,0.7777777777777778
0.10691520391651188,0.7849462365591398
0.11103131238874395,0.7849462365591398
0.11103131238874395,0.7885304659498208
0.11547721741993588,0.7885304659498208
0.11547721741993588,0.7956989247311828
0.12553088208385882,0.7956989247311828
0.12553088208385882,0.8028673835125448
0.13750352374993502,0.8028673835125448
0.13750352374993502,0.8172043010752689
0.16046467219324612,0.8172043010752689
0.16046467219324612,0.8207885304659498
0.19264507794239583,0.8207885304659498
0.19264507794239583,0.8243727598566308
0.20645087746742624,0.8243727598566308
0.20645087746742624,0.8279569892473119
0.22239242133644802,0.8279569892473119
0.22239242133644802,0.8387096774193549
0.23446525363702297,0.8387096774193549
0.23446525363702297,0.8422939068100358
0.24100809950379498,0.8422939068100358
0.24100809950379498,0.8458781362007168
0.2630344058337938,0.8458781362007168
0.2630344058337938,0.8494623655913979
0.2801079191927352,0.8494623655913979
0.2801079191927352,0.8530465949820788
0.289506617194985,0.8530465949820788
0.289506617194985,0.8602150537634409
0.29956028185890793,0.8602150537634409
0.29956028185890793,0.8637992831541219
0.38702312310924725,0.8637992831541219
0.38702312310924725,0.8673835125448028
0.9188632372745945,0.8673835125448028
0.9188632372745945,1.003584229390681
