numcones,npq
0.6020599913279624,1.9138138523837167
1.146128035678238,3.1743505974793798
0.6020599913279624,2.093421685162235
1.146128035678238,3.438067450453494
0.6020599913279624,2.2405492482826
1.146128035678238,3.668012971641832
0.3010299956639812,2.3483048630481607
1.6127838567197355,2.583198773968623
0.3010299956639812,2.6464037262230695
1.9084850188786497,2.8825245379548803
0.3010299956639812,3.204933522354145
2.4785664955938436,3.447623097760286
0.0,0.9542425094393249
0.0,0.9542425094393249
0.0,1.1760912590556813
0.0,0.7781512503836436
0.0,0.7781512503836436
0.0,0.7781512503836436
0.0,0.7781512503836436
0.0,0.9542425094393249
0.0,1.6232492903979006
0.0,1.3222192947339193
0.0,1.8692317197309762
0.0,0.7781512503836436
0.0,0.47712125471966244
0.0,0.9542425094393249
0.0,1.5563025007672873
0.0,1.255272505103306
0.0,1.7781512503836436
0.0,2.0791812460476247
0.0,1.7781512503836436
0.0,2.3344537511509307
0.0,2.0791812460476247
0.0,1.7781512503836436
0.0,1.7993405494535817
0.0,2.322219294733919
0.0,2.0211892990699383
0.0,1.8976270912904414
1.0,3.4111144185509046
1.0,3.4111144185509046
1.9138138523837167,3.9664702637292844
1.9138138523837167,3.9664702637292844
0.8450980400142568,3.712986233594383
0.8450980400142568,3.709863317440399
0.7781512503836436,2.8779469516291885
0.7781512503836436,2.5477747053878224
1.414973347970818,3.1482940974347455
1.414973347970818,3.3716219271760215
1.414973347970818,3.002166061756508
0.6020599913279624,1.8388490907372552
0.6989700043360189,2.0453229787866576
0.8450980400142568,2.3242824552976926
0.8450980400142568,2.3242824552976926
0.8450980400142568,2.3242824552976926
0.9030899869919435,2.3283796034387376
0.9030899869919435,2.3283796034387376
0.9542425094393249,2.4578818967339924
1.2304489213782739,3.0729847446279304
0.7781512503836436,2.03342375548695
1.3222192947339193,2.1702617153949575
1.380211241711606,3.3354579006893843
2.705007959333336,3.5020172148271476
0.0,2.61066016308988
0.3010299956639812,2.7671558660821804
0.0,2.960946195733831
0.3010299956639812,3.1245042248342823
0.0,3.2068258760318495
0.3010299956639812,3.3727279408855955
0.6020599913279624,3.3988077302032647
0.3010299956639812,3.176958980586908
0.47712125471966244,3.301897717195208
2.7101173651118162,3.7441364524012473
2.7101173651118162,3.4838724542226736
2.709269960975831,3.703033304733686
0.6020599913279624,3.6994040818153375
0.3010299956639812,3.477555332198981
0.47712125471966244,3.602494068807281
3.010723865391773,4.0451664480652285
3.010723865391773,3.7849737099544005
3.010299956639812,4.004106323279658
0.6020599913279624,4.00021709297223
0.3010299956639812,3.778368343355874
