x,y
0.0,0.0
0.0,0.0
0.0,0.2007168458781362
0.002081155778358218,0.2007168458781362
0.002081155778358218,0.20430107526881722
0.0056311227581101984,0.20430107526881722
0.0056311227581101984,0.2078853046594982
0.006250094684170845,0.2078853046594982
0.006250094684170845,0.2114695340501792
0.013212993314754227,0.2114695340501792
0.013212993314754227,0.21505376344086022
0.023319187134291895,0.21505376344086022
0.023319187134291895,0.21863799283154123
0.02354546611732863,0.21863799283154123
0.02354546611732863,0.2222222222222222
0.02505058693765749,0.2222222222222222
0.02505058693765749,0.22580645161290322
0.029463347952519117,0.22580645161290322
0.029463347952519117,0.22939068100358423
0.0333584946321654,0.22939068100358423
0.0333584946321654,0.23297491039426524
0.041015622491489004,0.23297491039426524
0.041015622491489004,0.23655913978494625
0.05234087947182371,0.23655913978494625
0.05234087947182371,0.24014336917562723
0.06221931044823241,0.24014336917562723
0.06221931044823241,0.24372759856630824
0.06278344123850589,0.24372759856630824
0.06278344123850589,0.24731182795698925
0.07147322682489425,0.24731182795698925
0.07147322682489425,0.25089605734767023
0.07684242201711793,0.25089605734767023
0.07684242201711793,0.25448028673835127
0.0768521510683158,0.25448028673835127
0.0768521510683158,0.25806451612903225
0.09503511827526102,0.25806451612903225
0.09503511827526102,0.2616487455197133
0.10240016177282885,0.2616487455197133
0.10240016177282885,0.26523297491039427
0.10325958725865615,0.26523297491039427
0.10325958725865615,0.26881720430107525
0.10467581734892042,0.26881720430107525
0.10467581734892042,0.2724014336917563
0.12820188833690085,0.2724014336917563
0.12820188833690085,0.27598566308243727
0.13071534119385922,0.27598566308243727
0.13071534119385922,0.27956989247311825
0.13655837415289812,0.27956989247311825
0.13655837415289812,0.2831541218637993
0.14226581913402506,0.2831541218637993
0.14226581913402506,0.2867383512544803
0.1461131927525225,0.2867383512544803
0.1461131927525225,0.2903225806451613
0.15372692193796514,0.2903225806451613
0.15372692193796514,0.2939068100358423
0.169173516885693,0.2939068100358423
0.169173516885693,0.2974910394265233
0.17548837330450426,0.2974910394265233
0.17548837330450426,0.3010752688172043
0.17964346388534205,0.3010752688172043
0.17964346388534205,0.3046594982078853
0.1814251669388847,0.3046594982078853
0.1814251669388847,0.30824372759856633
0.18170653931965014,0.30824372759856633
0.18170653931965014,0.3118279569892473
0.19041152973348083,0.3118279569892473
0.19041152973348083,0.3154121863799283
0.23740079941720912,0.3154121863799283
0.23740079941720912,0.31899641577060933
