x,y
0.0,0.0
0.0,0.0
0.0,0.02867383512544803
0.11547721741993588,0.02867383512544803
0.11547721741993588,0.03225806451612903
0.22239242133644802,0.03225806451612903
0.22239242133644802,0.03942652329749104
0.23446525363702297,0.03942652329749104
0.23446525363702297,0.043010752688172046
0.2630344058337938,0.043010752688172046
0.2630344058337938,0.04659498207885305
0.3275746580285044,0.04659498207885305
0.3275746580285044,0.05017921146953405
0.3479233034203068,0.05017921146953405
0.3479233034203068,0.05734767025089606
0.36257007938470837,0.05734767025089606
0.36257007938470837,0.06093189964157706
0.45943161863729726,0.06093189964157706
0.45943161863729726,0.06451612903225806
0.47393118833241227,0.06451612903225806
0.47393118833241227,0.07168458781362007
0.4898052676808161,0.07168458781362007
0.4898052676808161,0.07526881720430108
0.49749965947081687,0.07526881720430108
0.49749965947081687,0.07885304659498207
0.5109619192773793,0.07885304659498207
0.5109619192773793,0.08243727598566308
0.512206158285842,0.08243727598566308
0.512206158285842,0.08602150537634409
0.5145731728297582,0.08602150537634409
0.5145731728297582,0.0967741935483871
0.5208321633014404,0.0967741935483871
0.5208321633014404,0.1003584229390681
0.5305147166987798,0.1003584229390681
0.5305147166987798,0.1039426523297491
0.5443205162238102,0.1039426523297491
0.5443205162238102,0.1111111111111111
0.5493385909904348,0.1111111111111111
0.5493385909904348,0.11469534050179211
0.5594274086140185,0.11469534050179211
0.5594274086140185,0.11827956989247312
0.561878887608115,0.11827956989247312
0.561878887608115,0.12544802867383512
0.5676845092893207,0.12544802867383512
0.5676845092893207,0.12903225806451613
0.5719063478957097,0.12903225806451613
0.5719063478957097,0.13261648745519714
0.5849625007211562,0.13261648745519714
0.5849625007211562,0.14336917562724014
0.5986374376182326,0.14336917562724014
0.5986374376182326,0.14695340501792115
0.6076825772212396,0.14695340501792115
0.6076825772212396,0.15053763440860216
0.6100534816839867,0.15053763440860216
0.6100534816839867,0.15412186379928317
0.6236948952098708,0.15412186379928317
0.6236948952098708,0.15770609318996415
0.6244908649077937,0.15770609318996415
0.6244908649077937,0.16129032258064516
0.6251515908368551,0.16129032258064516
0.6251515908368551,0.16487455197132617
0.6300503902496942,0.16487455197132617
0.6300503902496942,0.16845878136200718
0.6347155359182557,0.16845878136200718
0.6347155359182557,0.17204301075268819
0.6352357072023798,0.17204301075268819
0.6352357072023798,0.17562724014336917
0.6404576133128598,0.17562724014336917
0.6404576133128598,0.17921146953405018
