n,alpha,u,w
8,0.15511811613744803,-0.8755456303396855,1.0179428574715514
8,0.017697386872505553,-0.8755456303396855,1.0020633389044442
8,0.09430629849878097,-0.8755456303396855,1.0109465741447337
8,0.10820889817359311,-0.8755456303396855,1.012550304179728
8,0.051464721357297176,-0.8755456303396855,1.0059885194670042
8,0.2894250828101065,-0.9038646700334819,1.0261447693342738
8,0.17549347081181205,-0.9038646700334819,1.0159332347915602
8,0.01467815229687482,-0.9038646700334819,1.0013423618212471
8,0.1680184357988521,-0.9038646700334819,1.0152596672404235
8,0.016017115037387286,-0.9038646700334819,1.001464724357087
8,0.1427671725079487,-0.9038646700334819,1.0129809904857536
8,0.01793481578835514,-0.9038646700334819,1.0016399494464168
8,0.17566575494866346,-0.9038646700334819,1.015948753869235
8,0.332003061177381,-0.9009521518016188,1.0307818757772562
8,0.12054455749081973,-0.9009521518016188,1.0112847099154116
8,0.09375689929894358,-0.9009521518016188,1.0087879085260498
8,0.051818040677519314,-0.9009521518016188,1.004866447424432
8,0.07007281111881508,-0.9009521518016188,1.006575223533235
8,0.2820780132317336,-0.9009521518016188,1.0262120281826426
8,0.013122030799914574,-0.9009521518016188,1.0012345831123317
8,0.036604586204873106,-0.9009521518016188,1.0034401369960049
8,0.19767093318705747,-0.9062683428095754,1.0175064781714642
8,0.24403080262165952,-0.9062683428095754,1.0215688414959645
8,0.05047849903433086,-0.9062683428095754,1.0044996063906197
8,0.08613558071201757,-0.9062683428095754,1.0076659054105774
8,0.021675117130931048,-0.9062683428095754,1.0019346003504188
8,0.20880782374984358,-0.9062683428095754,1.0184838460675807
8,0.003798776647454147,-0.9062683428095754,1.0003393643168597
8,0.18740246691670587,-0.9062683428095754,1.0166044901567446
8,0.19518725865415018,-0.8997135151120768,1.018423405933072
8,0.004211903893142066,-0.8997135151120768,1.0004011451543708
8,0.06653237181529835,-0.8997135151120768,1.0063177788286375
8,0.0422967481730647,-0.8997135151120768,1.0040210196165327
8,0.024165495276533024,-0.8997135151120768,1.0022993173077899
8,0.13884774162451555,-0.8997135151120768,1.013140008776811
8,0.19842238645036478,-0.8997135151120768,1.0187259572797212
8,0.3303360941129314,-0.8997135151120768,1.030986999906156
8,0.08524765137075299,-0.906724097399986,1.007552198243942
8,0.09884262434211043,-0.906724097399986,1.0087513652310862
8,0.09172345238011366,-0.906724097399986,1.0081235848425887
8,0.02852655617215174,-0.906724097399986,1.0025335442119025
8,0.10331905100329591,-0.906724097399986,1.009145903971891
8,0.2823327972066796,-0.906724097399986,1.0247991494958624
8,0.294699535665658,-0.906724097399986,1.0258716967883528
8,0.015308331859237754,-0.906724097399986,1.0013603886046674
8,0.10563371960895264,-0.9188246884772809,1.0081932703816967
8,0.1160996939836099,-0.9188246884772809,1.0090014184542462
8,0.05857908549275244,-0.9188246884772809,1.0045518341161686
8,0.09835500366130984,-0.9188246884772809,1.0076308497749076
8,0.1693421204809194,-0.9188246884772809,1.0131026418695295
8,0.2761351755721589,-0.9188246884772809,1.021279183092667
8,0.020456853711583553,-0.9188246884772809,1.0015919455946465
8,0.15539834748871328,-0.9188246884772809,1.012030170067512
8,0.06417857017302762,-0.8819562442601254,1.007103514174409
8,0.2646990641890441,-0.8819562442601254,1.0289819018364967
8,0.07996279940106302,-0.8819562442601254,1.008842904039066
8,0.24536141203488882,-0.8819562442601254,1.026892318271585
8,0.005134130213890909,-0.8819562442601254,1.0005701264652254
8,0.3211365724923235,-0.8819562442601254,1.0350562914301327
8,0.01577732404354339,-0.8819562442601254,1.0017509657411972
8,0.00375012745221877,-0.8819562442601254,1.0004164719533357
8,0.022278465178346262,-0.8626727157444838,1.002845328915471
8,0.05488174869714007,-0.8626727157444838,1.0069948044778951
8,0.016585120145329667,-0.8626727157444838,1.0021189650249511
8,0.07422039512236334,-0.8626727157444838,1.0094480078233423
8,0.5769449395397733,-0.8626727157444838,1.0712516512159613
8,0.11959029197084388,-0.8626727157444838,1.015180136183416
8,0.11820376353979893,-0.8626727157444838,1.0150054387894816
8,0.017295275806404557,-0.8626727157444838,1.0022095962860456
8,0.16358464539955261,-0.9028923375314726,1.0150015147841436
8,0.04501166030274394,-0.9028923375314726,1.0041501458212554
8,0.20905463778132094,-0.9028923375314726,1.0191321145779817
8,0.0746842433887189,-0.9028923375314726,1.0068766440251995
8,0.21546868615701456,-0.9028923375314726,1.0197134350546628
8,0.2706496681767519,-0.9028923375314726,1.0247009958745168
8,0.013568976179043525,-0.9028923375314726,1.0012528978966633
8,0.00797748261485372,-0.9028923375314726,1.0007367980751019
8,0.1518299639851928,-0.9058749239045482,1.0135269542095926
8,0.07831882524089596,-0.9058749239045482,1.0070003366376776
8,0.11695399767652673,-0.9058749239045482,1.0104357800533437
8,0.004735796957407347,-0.9058749239045482,1.0004246961956957
8,0.008482674999026916,-0.9058749239045482,1.0007605745339876
8,0.14387943545794157,-0.9058749239045482,1.01282310234795
8,0.28385334376266186,-0.9058749239045482,1.025144206030548
8,0.21194596192034676,-0.9058749239045482,1.0188332214771927
8,0.12498927715970888,-0.8830379544520371,1.0136706315053197
8,0.059249696636325594,-0.8830379544520371,1.0065035533520172
8,0.01805475529310209,-0.8830379544520371,1.0019862601072989
8,0.011584196656898745,-0.8830379544520371,1.001274869311721
8,0.24497138734502982,-0.8830379544520371,1.0266223675588921
8,0.0966616014558746,-0.8830379544520371,1.0105885163558221
8,0.4260820156714969,-0.8830379544520371,1.045869021218543
8,0.018407069781563347,-0.8830379544520371,1.0020249800208525
8,0.03365590944327392,-0.8898977654973546,1.0034954884682366
8,0.1958623706879728,-0.8898977654973546,1.0201742179088722
8,0.06310777364601625,-0.8898977654973546,1.00654438412329
8,0.022074310082719668,-0.8898977654973546,1.0022940054697451
8,0.016088281845615764,-0.8898977654973546,1.0016724458977164
8,0.08415615216225543,-0.8898977654973546,1.0087176935164615
8,0.4326491015068311,-0.8898977654973546,1.044043334151155
8,0.15240610062531498,-0.8898977654973546,1.0157327250485106
8,0.035993481005391494,-0.9092788431889428,1.0031124116123011
8,0.19633500836918427,-0.9092788431889428,1.0168616349415536
8,0.14638744236773327,-0.9092788431889428,1.0125986705237904
8,0.03095869184676537,-0.9092788431889428,1.0026776274081157
8,0.28050264079964327,-0.9092788431889428,1.0240050914569363
8,0.01182133665651888,-0.9092788431889428,1.0010232790591433
8,0.16813290312080295,-0.9092788431889428,1.014456821148875
8,0.12986849583396057,-0.9092788431889428,1.0111848436472386
10,0.03558991944179912,-0.907197006622073,1.0031446605205523
10,0.13495310681458267,-0.907197006622073,1.0118724510997834
10,0.09672174269068326,-0.907197006622073,1.0085232525147063
10,0.03056712993348844,-0.907197006622073,1.0027014552587914
10,0.05698403782377077,-0.907197006622073,1.0050302641081816
10,0.02082900654661817,-0.907197006622073,1.0018416157000778
10,0.44624392860139667,-0.907197006622073,1.0387407461647096
10,0.11092969342422615,-0.907197006622073,1.009769214764652
10,0.008276949508259877,-0.907197006622073,1.0007322265704641
10,0.05890448521517484,-0.907197006622073,1.0051993526927034
10,0.024947985739769123,-0.9242230146325104,1.0018172115700879
10,0.0019929217356083584,-0.9242230146325104,1.0001452923226832
10,0.21157115487042713,-0.9242230146325104,1.0153076327883468
10,0.1891062346256302,-0.9242230146325104,1.0136932170576411
10,0.08194622771404947,-0.9242230146325104,1.0059566306520782
10,0.15628524329874854,-0.9242230146325104,1.0113299411441234
10,0.04018293236743246,-0.9242230146325104,1.00292530164595
10,0.045525884057147734,-0.9242230146325104,1.0033136230449184
10,0.04164109167205687,-0.9242230146325104,1.0030312943984074
10,0.20680032391913009,-0.9242230146325104,1.0149649972575703
10,0.08296984910531426,-0.9308147103819558,1.005526459559909
10,0.060745965191955055,-0.9308147103819558,1.004049155232656
10,0.11090640723486031,-0.9308147103819558,1.0073804332803349
10,0.026192679571832387,-0.9308147103819558,1.0017479427895808
10,0.07513899150981916,-0.9308147103819558,1.005006161070825
10,0.3303822385547381,-0.9308147103819558,1.0218286506583598
10,0.11521024528260941,-0.9308147103819558,1.0076657487232443
10,0.04320222740131953,-0.9308147103819558,1.0028814206545522
10,0.09024414715424012,-0.9308147103819558,1.0060095379882505
10,0.06500724899331158,-0.9308147103819558,1.0043325870208177
10,0.29894163292809317,-0.8822438802166942,1.0325982489588472
10,0.3708066920699351,-0.8822438802166942,1.04028252300331
10,0.034817509661880526,-0.8822438802166942,1.00385116332237
10,0.013232332821040686,-0.8822438802166942,1.0014653741892323
10,0.011828866383541314,-0.8822438802166942,1.0013100535542128
10,0.008389815583120155,-0.8822438802166942,1.0009293543520232
10,0.08621101340220061,-0.8822438802166942,1.00950894451539
10,0.005176522816559944,-0.8822438802166942,1.0005735154219846
10,0.16698038810820298,-0.8822438802166942,1.0183371232283662
10,0.0036152262254253702,-0.8822438802166942,1.0004005722869878
10,0.1271277919052237,-0.9263621776694031,1.008976449023487
10,0.12005535435711562,-0.9263621776694031,1.0084791655664787
10,0.26693643812972573,-0.9263621776694031,1.0187569713942959
10,0.032823759902713405,-0.9263621776694031,1.002325373276329
10,0.04672998808315514,-0.9263621776694031,1.0033089233679355
10,0.012167094084098547,-0.9263621776694031,1.0008625987144597
10,0.18275153989473883,-0.9263621776694031,1.012879003952555
10,0.13872006156296515,-0.9263621776694031,1.0097910052352415
10,0.05078012412192297,-0.9263621776694031,1.0035951973411255
10,0.021907847958340824,-0.9263621776694031,1.0015526435453124
10,0.027818928753095423,-0.919685881763539,1.0021422624208414
10,0.08999411619777403,-0.919685881763539,1.0069136723117953
10,0.062343356371211814,-0.919685881763539,1.004794512358017
10,0.2843672690043248,-0.919685881763539,1.0216864270228312
10,0.0026967207672814407,-0.919685881763539,1.0002078929338298
10,0.20283982348764643,-0.919685881763539,1.015516340889704
10,0.002388008341433175,-0.919685881763539,1.0001840993064968
10,0.10634279601008241,-0.919685881763539,1.008164543044987
10,0.14375488195752692,-0.919685881763539,1.0110211948258567
10,0.07745409910962349,-0.919685881763539,1.005953156017454
10,0.01874030133511332,-0.8936603894474441,1.001885107828343
10,0.005517499948247123,-0.8936603894474441,1.0005553853324038
10,0.03967987106118721,-0.8936603894474441,1.0039872477536547
10,0.17205078970776538,-0.8936603894474441,1.01717553659672
10,0.49869481237625746,-0.8936603894474441,1.0490103627351843
10,0.0903506426282456,-0.8936603894474441,1.0090560059196343
10,0.03913105492131137,-0.8936603894474441,1.0039322078395536
10,0.04047818170538557,-0.8936603894474441,1.0040673036959098
10,0.048455894023714224,-0.8936603894474441,1.0048669718538243
10,0.04690095229277275,-0.8936603894474441,1.0047111578871424
10,0.022017096983852177,-0.9272006476882795,1.0015433033586643
10,0.14781053887382958,-0.9272006476882795,1.0103156325819773
10,0.034895124917611674,-0.9272006476882795,1.0024448924577933
10,0.10712144232917664,-0.9272006476882795,1.0074864959663972
10,0.23323870624522877,-0.9272006476882795,1.0162298757587873
10,0.10547415891961259,-0.9272006476882795,1.0073717920446406
10,0.008137324296573989,-0.9272006476882795,1.0005706725886108
10,0.17423438917130096,-0.9272006476882795,1.0121486630565117
10,0.02294310406170279,-0.9272006476882795,1.0016081600763675
10,0.14412811420111074,-0.9272006476882795,1.0100599175749987
10,0.08448007566833923,-0.9360705029175447,1.0052145456283543
10,0.034889075085582345,-0.9360705029175447,1.0021568264228182
10,0.22514731630216525,-0.9360705029175447,1.0138377337419822
10,0.014683663692816302,-0.9360705029175447,1.0009083076350243
10,0.10048370078982452,-0.9360705029175447,1.0061993260027993
10,0.1378824516412322,-0.9360705029175447,1.0084969024971184
10,0.06851567261857723,-0.9360705029175447,1.0042312166189338
10,0.11038678918764235,-0.9360705029175447,1.0068082284328155
10,0.07462272436420568,-0.9360705029175447,1.0046074947577597
10,0.14890853064961498,-0.9360705029175447,1.0091732865801128
10,0.015994092768380885,-0.9277674156691305,1.0011129738896827
10,0.000960391814984974,-0.9277674156691305,1.0000668883103478
10,0.029947158575714998,-0.9277674156691305,1.0020828888536966
10,0.10376764468308539,-0.9277674156691305,1.0071988060199255
10,0.22413524425524983,-0.9277674156691305,1.0154852648082093
10,0.12366786191073445,-0.9277674156691305,1.0085734928582628
10,0.19110702856310013,-0.9277674156691305,1.0132182520792232
10,0.10494227763273074,-0.9277674156691305,1.0072800005750793
10,0.07035878395951799,-0.9277674156691305,1.0048867270780788
10,0.13511951583650053,-0.9277674156691305,1.009363712821911
10,0.27280604700679917,-0.9168508786878135,1.0215092053413755
10,0.02842154829410018,-0.9168508786878135,1.0022624225771535
10,0.25724986207010275,-0.9168508786878135,1.0202948801028833
10,0.07130277134146785,-0.9168508786878135,1.0056662292021887
10,0.00673431827724122,-0.9168508786878135,1.0005365341303434
10,0.06469350123199952,-0.9168508786878135,1.005142352887915
10,0.043441614074674666,-0.9168508786878135,1.003455992496777
10,0.00924765454164353,-0.9168508786878135,1.000736700080779
10,0.1672599834288482,-0.9168508786878135,1.013241656066841
10,0.07884269973312273,-0.9168508786878135,1.0062635400430704
10,0.20540680938440203,-0.8860948671127175,1.0218261902319403
10,0.010082285998691255,-0.8860948671127175,1.0010824371208178
10,0.0070866858527043886,-0.8860948671127175,1.0007609522252874
10,0.037607813645321266,-0.8860948671127175,1.0040316314959667
10,0.0003223753389479336,-0.8860948671127175,1.0000346328269032
10,0.04473876569437567,-0.8860948671127175,1.0047942582684937
10,0.430691897581246,-0.8860948671127175,1.0452406826547762
10,0.013348699663785437,-0.8860948671127175,1.0014328678384266
10,0.18439078714349993,-0.8860948671127175,1.0196145189607628
10,0.06632387969702613,-0.8860948671127175,1.0070991800963736
10,0.0931787039450171,-0.9244830198018194,1.0067481194847219
10,0.15572435061028556,-0.9244830198018194,1.0112524939891787
10,0.03333728381829891,-0.9244830198018194,1.0024195498467043
10,0.04396329460523144,-0.9244830198018194,1.003189535551974
10,0.1660057123945812,-0.9244830198018194,1.011991012159147
10,0.215705987669192,-0.9244830198018194,1.015553448449635
10,0.01663274577475369,-0.9244830198018194,1.0012079026136185
10,0.2270697725778357,-0.9244830198018194,1.0163662324884328
10,0.029196407513557298,-0.9244830198018194,1.0021193320237118
10,0.019185741091247266,-0.9244830198018194,1.00139317652523
10,0.1660507023336912,-0.9174780775914914,1.0130522536952165
10,0.32066035296415096,-0.9174780775914914,1.0250557880624294
10,0.05718690905385865,-0.9174780775914914,1.0045142695551168
10,0.12221728688499048,-0.9174780775914914,1.009623163887855
10,0.001222536842325019,-0.9174780775914914,1.0000967215958319
10,0.1627146048913144,-0.9174780775914914,1.0127916788513454
10,0.012067005657617296,-0.9174780775914914,1.0009542526895696
10,0.02647912091159371,-0.9174780775914914,1.002092761321504
10,0.0492331124317363,-0.9174780775914914,1.0038876216325094
10,0.08216836802872206,-0.9174780775914914,1.0064799219796576
10,0.003068499188824247,-0.9112924331048476,1.0002600931570969
10,0.2667285411510255,-0.9112924331048476,1.0223613774802385
10,0.07188158086040637,-0.9112924331048476,1.0060751680083504
10,0.002045689348622776,-0.9112924331048476,1.0001734052362117
10,0.016940900221317744,-0.9112924331048476,1.0014351029768662
10,0.05870855322293452,-0.9112924331048476,1.004964580571829
10,0.024990969819132933,-0.9112924331048476,1.0021163222851528
10,0.23033116877692314,-0.9112924331048476,1.0193388806365138
10,0.19434691502307375,-0.9112924331048476,1.016341853729726
10,0.13095718238773912,-0.9112924331048476,1.0110406923600217
10,0.09669451307496219,-0.9202537226157902,1.0073763639464541
10,0.13433183963481457,-0.9202537226157902,1.0102329724391905
10,0.0182302203080357,-0.9202537226157902,1.0013948568595947
10,0.21125829981966732,-0.9202537226157902,1.01604657612109
10,0.005572954522787904,-0.9202537226157902,1.0004266155869115
