mat,scalar
3.13E+08,1.83E+08
1.30E+12,2.59E+12
4.08E+08,1.70E+08
8.15E+12,1.90E+12
3.70E+08,1.62E+08
4.76E+12,1.54E+12
3.51E+08,1.57E+08
3.39E+12,1.34E+12
3.39E+08,2.48E+08
3.08E+12,1.04E+13
3.31E+08,2.07E+08
2.51E+12,5.15E+12
3.26E+08,1.89E+08
2.17E+12,3.50E+12
3.23E+08,1.75E+08
1.93E+12,2.66E+12
3.94E+08,1.70E+08
9.29E+12,2.25E+12
3.69E+08,1.67E+08
6.07E+12,2.00E+12
3.54E+08,2.32E+08
4.57E+12,1.09E+13
3.37E+08,2.06E+08
3.41E+12,6.56E+12
3.33E+08,1.93E+08
3.01E+12,4.78E+12
3.31E+08,1.80E+08
2.74E+12,3.64E+12
3.87E+08,1.77E+08
1.07E+13,3.17E+12
3.68E+08,1.74E+08
7.54E+12,2.86E+12
3.57E+08,2.24E+08
5.91E+12,1.24E+13
3.42E+08,2.06E+08
4.45E+12,8.25E+12
3.39E+08,1.96E+08
4.01E+12,6.31E+12
3.37E+08,1.85E+08
3.70E+12,4.83E+12
3.36E+08,1.82E+08
3.48E+12,4.30E+12
3.81E+08,1.81E+08
1.14E+13,3.94E+12
3.67E+08,1.79E+08
8.50E+12,3.68E+12
3.44E+08,2.20E+08
5.03E+12,1.31E+13
3.42E+08,2.06E+08
4.66E+12,9.42E+12
3.41E+08,1.87E+08
4.38E+12,5.49E+12
3.40E+08,1.85E+08
4.18E+12,5.04E+12
3.39E+08,1.84E+08
4.02E+12,4.71E+12
3.38E+08,1.83E+08
3.91E+12,4.47E+12
3.38E+08,1.82E+08
3.82E+12,4.29E+12
3.37E+08,1.81E+08
3.74E+12,4.16E+12
3.94E+08,1.81E+08
1.50E+13,4.06E+12
3.75E+08,1.81E+08
1.05E+13,3.98E+12
3.64E+08,1.80E+08
8.22E+12,3.91E+12
3.39E+08,1.80E+08
4.13E+12,3.86E+12
3.86E+08,2.32E+08
1.37E+13,1.75E+13
3.71E+08,2.13E+08
1.02E+13,1.16E+13
3.43E+08,2.03E+08
4.79E+12,8.80E+12
3.42E+08,1.81E+08
4.65E+12,4.13E+12
3.41E+08,2.23E+08
4.54E+12,1.50E+13
3.41E+08,2.09E+08
4.46E+12,1.07E+13
3.41E+08,2.00E+08
4.39E+12,8.52E+12
3.40E+08,1.83E+08
4.34E+12,4.52E+12
3.40E+08,2.17E+08
4.29E+12,1.38E+13
3.40E+08,2.06E+08
4.26E+12,1.05E+13
3.40E+08,1.85E+08
4.23E+12,5.17E+12
3.97E+08,1.85E+08
1.72E+13,5.03E+12
3.78E+08,2.27E+08
1.20E+13,1.89E+13
3.67E+08,2.13E+08
9.37E+12,1.34E+13
3.40E+08,2.05E+08
4.37E+12,1.06E+13
3.87E+08,1.87E+08
1.46E+13,5.82E+12
3.72E+08,2.23E+08
1.09E+13,1.83E+13
3.41E+08,2.12E+08
4.59E+12,1.38E+13
3.41E+08,1.92E+08
4.55E+12,7.28E+12
3.41E+08,1.91E+08
4.51E+12,6.95E+12
3.41E+08,1.90E+08
4.48E+12,6.70E+12
3.41E+08,1.90E+08
4.46E+12,6.51E+12
3.99E+08,1.89E+08
1.83E+13,6.37E+12
3.79E+08,1.89E+08
1.27E+13,6.25E+12
3.68E+08,1.88E+08
9.91E+12,6.16E+12
3.41E+08,1.88E+08
4.58E+12,6.09E+12
3.88E+08,1.88E+08
1.55E+13,6.04E+12
3.73E+08,1.88E+08
1.15E+13,5.99E+12
3.42E+08,2.32E+08
4.76E+12,2.30E+13
3.42E+08,2.17E+08
4.73E+12,1.62E+13
3.42E+08,2.08E+08
4.69E+12,1.28E+13
3.42E+08,1.89E+08
4.67E+12,6.23E+12
3.42E+08,2.25E+08
4.65E+12,1.98E+13
4.00E+08,2.13E+08
1.92E+13,1.49E+13
3.80E+08,1.90E+08
1.34E+13,6.60E+12
3.69E+08,1.90E+08
1.04E+13,6.52E+12
3.42E+08,1.89E+08
4.75E+12,6.46E+12
3.90E+08,1.89E+08
1.62E+13,6.41E+12
3.74E+08,1.89E+08
1.20E+13,6.38E+12
3.43E+08,1.89E+08
4.90E+12,6.35E+12
3.43E+08,2.34E+08
4.87E+12,2.46E+13
3.43E+08,2.19E+08
4.85E+12,1.73E+13
3.42E+08,2.10E+08
4.83E+12,1.36E+13
3.42E+08,1.89E+08
4.81E+12,6.51E+12
3.42E+08,2.26E+08
4.80E+12,2.09E+13
3.42E+08,2.14E+08
4.79E+12,1.56E+13
4.02E+08,1.90E+08
1.99E+13,6.75E+12
3.81E+08,1.90E+08
1.39E+13,6.70E+12
3.70E+08,1.90E+08
1.08E+13,6.66E+12
3.43E+08,1.90E+08
4.84E+12,6.63E+12
3.90E+08,1.90E+08
1.66E+13,6.61E+12
3.75E+08,2.35E+08
1.22E+13,2.59E+13
3.66E+08,2.20E+08
9.87E+12,1.82E+13
3.43E+08,2.11E+08
4.91E+12,1.42E+13
3.82E+08,1.90E+08
1.43E+13,6.74E+12
3.70E+08,2.27E+08
1.11E+13,2.18E+13
3.43E+08,2.15E+08
5.02E+12,1.63E+13
3.91E+08,1.91E+08
1.73E+13,6.94E+12
3.76E+08,1.91E+08
1.28E+13,6.90E+12
3.67E+08,1.90E+08
1.03E+13,6.87E+12
3.44E+08,1.90E+08
5.16E+12,6.84E+12
3.83E+08,1.90E+08
1.51E+13,6.82E+12
3.71E+08,1.90E+08
1.17E+13,6.80E+12
3.45E+08,1.90E+08
5.39E+12,6.79E+12
3.93E+08,2.36E+08
1.88E+13,2.69E+13
3.78E+08,2.21E+08
1.38E+13,1.88E+13
3.68E+08,2.11E+08
1.11E+13,1.47E+13
3.46E+08,1.90E+08
5.70E+12,6.86E+12
3.86E+08,2.28E+08
1.68E+13,2.24E+13
3.74E+08,2.16E+08
1.30E+13,1.67E+13
3.47E+08,1.91E+08
6.19E+12,6.97E+12
3.97E+08,1.91E+08
2.18E+13,6.95E+12
3.81E+08,1.91E+08
1.60E+13,6.93E+12
3.71E+08,1.91E+08
1.28E+13,6.92E+12
3.50E+08,1.91E+08
6.93E+12,6.91E+12
3.91E+08,1.91E+08
2.07E+13,6.90E+12
3.78E+08,1.91E+08
1.59E+13,6.89E+12
3.53E+08,1.91E+08
8.20E+12,6.88E+12
3.53E+08,2.37E+08
7.92E+12,2.75E+13
3.52E+08,2.21E+08
7.71E+12,1.92E+13
4.03E+08,2.12E+08
2.74E+13,1.50E+13
3.86E+08,1.91E+08
2.00E+13,6.91E+12
3.76E+08,2.28E+08
1.60E+13,2.27E+13
3.55E+08,2.16E+08
8.88E+12,1.69E+13
3.97E+08,1.91E+08
2.67E+13,6.96E+12
3.84E+08,1.91E+08
2.06E+13,6.95E+12
3.60E+08,1.91E+08
1.10E+13,6.94E+12
3.59E+08,1.91E+08
1.05E+13,6.94E+12
3.58E+08,1.91E+08
1.02E+13,6.93E+12
3.57E+08,1.91E+08
9.89E+12,6.93E+12
3.57E+08,1.91E+08
9.68E+12,6.92E+12
3.56E+08,2.37E+08
9.51E+12,2.78E+13
3.56E+08,2.21E+08
9.37E+12,1.94E+13
4.08E+08,2.12E+08
3.37E+13,1.51E+13
3.91E+08,1.91E+08
2.46E+13,6.94E+12
3.81E+08,2.28E+08
1.96E+13,2.29E+13
3.58E+08,2.16E+08
1.01E+13,1.70E+13
4.00E+08,1.91E+08
3.06E+13,6.96E+12
3.87E+08,1.91E+08
2.34E+13,6.96E+12
3.60E+08,1.91E+08
1.12E+13,6.95E+12
3.60E+08,1.91E+08
1.10E+13,6.95E+12
3.59E+08,1.85E+08
1.08E+13,1.02E+13
4.12E+08,2.45E+08
3.90E+13,4.63E+13
3.95E+08,1.13E+09
2.84E+13,7.42E+13
3.84E+08,2.74E+08
2.27E+13,2.39E+08
3.61E+08,4.19E+13
1.19E+13,3.95E+08
4.05E+08,1.08E+15
3.62E+13,3.19E+08
3.91E+08,1.97E+14
2.77E+13,2.88E+08
3.64E+08,1.27E+14
1.36E+13,2.72E+08
3.64E+08,9.56E+13
1.32E+13,3.07E+08
3.63E+08,1.87E+14
1.29E+13,2.81E+08
3.63E+08,1.24E+14
1.27E+13,2.68E+08
3.62E+08,9.43E+13
1.25E+13,2.59E+08
4.17E+08,7.79E+13
4.55E+13,3.29E+08
3.99E+08,2.82E+14
3.31E+13,3.04E+08
3.88E+08,1.99E+14
2.64E+13,2.91E+08
3.64E+08,1.58E+14
1.35E+13,2.94E+08
4.09E+08,1.84E+14
4.13E+13,2.84E+08
3.95E+08,1.50E+14
3.15E+13,2.77E+08
3.67E+08,1.29E+14
1.50E+13,2.73E+08
3.66E+08,1.15E+14
1.47E+13,3.34E+08
3.66E+08,3.45E+14
1.44E+13,3.14E+08
3.65E+08,2.60E+14
1.42E+13,3.02E+08
4.21E+08,2.14E+14
5.22E+13,2.94E+08
4.02E+08,1.98E+14
3.78E+13,2.89E+08
3.92E+08,1.75E+14
3.01E+13,2.85E+08
3.67E+08,1.60E+14
1.53E+13,2.82E+08
4.12E+08,1.49E+14
4.73E+13,3.35E+08
3.98E+08,3.89E+14
3.61E+13,3.19E+08
3.70E+08,3.06E+14
1.71E+13,2.99E+08
3.69E+08,2.24E+14
1.67E+13,2.95E+08
3.69E+08,2.05E+14
1.65E+13,2.92E+08
4.25E+08,1.92E+14
6.07E+13,2.90E+08
4.07E+08,1.82E+14
4.37E+13,2.88E+08
3.95E+08,1.74E+14
3.48E+13,2.87E+08
3.71E+08,1.69E+14
1.80E+13,2.86E+08
4.17E+08,1.65E+14
5.57E+13,3.53E+08
4.03E+08,5.01E+14
4.25E+13,3.31E+08
3.74E+08,3.76E+14
2.08E+13,3.18E+08
3.74E+08,3.09E+14
2.01E+13,2.91E+08
3.73E+08,1.88E+14
1.97E+13,3.48E+08
3.73E+08,4.88E+14
1.94E+13,3.30E+08
4.31E+08,3.89E+14
7.17E+13,2.99E+08
4.11E+08,2.30E+14
5.19E+13,2.98E+08
4.00E+08,2.20E+14
4.11E+13,2.96E+08
3.75E+08,2.13E+14
2.12E+13,2.95E+08
4.22E+08,2.08E+14
6.56E+13,2.94E+08
4.08E+08,2.04E+14
5.02E+13,2.94E+08
3.78E+08,2.01E+14
2.45E+13,2.93E+08
3.78E+08,1.97E+14
2.37E+13,2.93E+08
3.77E+08,1.96E+14
2.32E+13,2.92E+08
3.77E+08,1.94E+14
2.28E+13,2.92E+08
4.36E+08,1.93E+14
8.44E+13,2.92E+08
4.16E+08,1.91E+14
6.12E+13,2.92E+08
4.05E+08,1.92E+14
4.85E+13,2.92E+08
3.79E+08,1.90E+14
2.50E+13,3.62E+08
4.28E+08,5.90E+14
7.80E+13,3.39E+08
4.12E+08,4.35E+14
5.94E+13,3.25E+08
3.83E+08,3.54E+14
2.87E+13,2.92E+08
3.82E+08,1.94E+14
2.80E+13,3.50E+08
3.81E+08,5.06E+14
2.74E+13,3.32E+08
4.42E+08,4.00E+14
1.03E+14,2.93E+08
4.22E+08,2.00E+14
7.34E+13,3.65E+08
4.10E+08,6.17E+14
5.86E+13,3.41E+08
3.84E+08,4.58E+14
3.08E+13,3.27E+08
4.35E+08,3.74E+14
9.67E+13,2.95E+08
4.19E+08,2.06E+14
7.25E+13,3.53E+08
3.89E+08,5.46E+14
3.66E+13,3.35E+08
3.88E+08,4.24E+14
3.53E+13,2.97E+08
3.87E+08,2.17E+14
3.44E+13,2.96E+08
4.51E+08,2.14E+14
1.27E+14,2.96E+08
4.29E+08,2.12E+14
9.15E+13,3.69E+08
4.17E+08,6.62E+14
7.31E+13,3.45E+08
3.91E+08,4.93E+14
3.99E+13,3.31E+08
4.43E+08,3.99E+14
1.24E+14,2.98E+08
4.27E+08,2.22E+14
9.41E+13,3.58E+08
3.98E+08,5.90E+14
4.95E+13,3.40E+08
3.96E+08,4.63E+14
4.75E+13,3.00E+08
3.95E+08,2.39E+14
4.57E+13,3.00E+08
4.61E+08,2.34E+14
1.69E+14,2.99E+08
4.39E+08,2.31E+14
1.22E+14,2.99E+08
4.26E+08,2.29E+14
9.67E+13,2.99E+08
4.01E+08,2.29E+14
5.50E+13,2.99E+08
4.55E+08,2.27E+14
1.69E+14,3.73E+08
4.38E+08,7.04E+14
1.29E+14,3.49E+08
4.09E+08,5.30E+14
7.24E+13,3.34E+08
4.07E+08,4.31E+14
6.83E+13,3.00E+08
4.77E+08,2.34E+14
2.51E+14,3.61E+08
4.53E+08,6.27E+14
1.81E+14,3.42E+08
4.39E+08,4.88E+14
1.42E+14,3.02E+08
4.17E+08,2.43E+14
9.02E+13,3.01E+08
4.75E+08,2.43E+14
2.78E+14,3.01E+08
4.56E+08,2.39E+14
2.12E+14,3.01E+08
4.33E+08,2.39E+14
1.41E+14,3.00E+08
4.29E+08,2.39E+14
1.28E+14,3.77E+08
4.26E+08,7.51E+14
1.19E+14,3.52E+08
4.24E+08,5.52E+14
1.12E+14,3.37E+08
4.99E+08,4.51E+14
4.11E+14,3.01E+08
4.73E+08,2.43E+14
2.90E+14,3.64E+08
4.58E+08,6.49E+14
2.32E+14,3.45E+08
4.34E+08,5.09E+14
1.50E+14,3.03E+08
4.96E+08,2.52E+14
4.52E+14,3.03E+08
4.76E+08,2.49E+14
3.44E+14,3.02E+08
4.51E+08,2.48E+14
2.30E+14,3.02E+08
4.47E+08,2.47E+14
2.08E+14,3.02E+08
4.44E+08,2.46E+14
1.93E+14,3.79E+08
5.24E+08,7.88E+14
6.76E+14,3.54E+08
4.96E+08,5.82E+14
4.98E+14,3.39E+08
4.80E+08,4.71E+14
3.94E+14,3.03E+08
4.58E+08,2.51E+14
2.75E+14,3.66E+08
5.24E+08,6.70E+14
8.27E+14,3.47E+08
5.02E+08,5.33E+14
6.44E+14,3.34E+08
4.82E+08,4.43E+14
4.80E+14,3.04E+08
4.76E+08,2.58E+14
4.18E+14,3.57E+08
4.71E+08,6.03E+14
3.83E+14,3.41E+08
5.59E+08,4.94E+14
1.35E+15,3.05E+08
5.28E+08,2.65E+14
1.03E+15,3.70E+08
5.10E+08,7.17E+14
7.31E+14,3.50E+08
4.91E+08,5.63E+14
6.08E+14,3.37E+08
5.64E+08,4.74E+14
1.80E+15,3.07E+08
5.39E+08,2.79E+14
1.31E+15,3.62E+08
5.27E+08,6.69E+14
1.01E+15,3.46E+08
5.17E+08,5.37E+14
9.76E+14,3.10E+08
5.10E+08,2.99E+14
8.71E+14,3.78E+08
5.05E+08,8.20E+14
8.38E+14,3.57E+08
6.01E+08,6.40E+14
2.66E+15,3.44E+08
5.67E+08,5.41E+14
2.07E+15,3.15E+08
5.47E+08,3.29E+14
1.58E+15,3.71E+08
5.26E+08,7.84E+14
1.11E+15,3.55E+08
6.06E+08,6.39E+14
4.56E+15,3.21E+08
5.79E+08,3.81E+14
2.82E+15,3.93E+08
5.65E+08,1.06E+15
2.44E+15,3.71E+08
5.54E+08,8.12E+14
2.00E+15,3.57E+08
5.47E+08,6.74E+14
1.74E+15,3.31E+08
5.42E+08,4.58E+14
1.61E+15,3.92E+08
6.46E+08,1.09E+15
6.38E+15,3.74E+08
6.08E+08,8.95E+14
3.56E+15,3.46E+08
5.87E+08,6.09E+14
2.87E+15,3.43E+08
5.65E+08,5.75E+14
2.36E+15,3.40E+08
6.50E+08,5.47E+14
7.16E+15,3.38E+08
6.21E+08,5.27E+14
5.92E+15,4.16E+08
6.06E+08,1.45E+15
3.89E+15,3.91E+08
5.95E+08,1.16E+15
3.30E+15,3.76E+08
5.87E+08,9.33E+14
2.93E+15,3.48E+08
5.81E+08,6.38E+14
2.40E+15,4.15E+08
5.77E+08,1.51E+15
3.02E+15,3.95E+08
6.89E+08,1.23E+15
1.57E+16,3.65E+08
6.48E+08,8.46E+14
6.83E+15,3.61E+08
6.26E+08,8.02E+14
4.90E+15,3.58E+08
5.95E+08,7.68E+14
4.07E+15,3.56E+08
6.86E+08,7.43E+14
2.14E+16,4.40E+08
6.56E+08,2.12E+15
9.17E+15,4.14E+08
6.27E+08,1.62E+15
4.61E+15,3.98E+08
6.19E+08,1.34E+15
8.66E+15,3.67E+08
6.13E+08,8.88E+14
5.18E+15,4.39E+08
7.32E+08,2.17E+15
1.10E+16,4.18E+08
6.89E+08,1.75E+15
1.17E+16,3.86E+08
6.65E+08,1.22E+15
9.81E+15,3.81E+08
6.39E+08,1.11E+15
8.86E+15,4.73E+08
6.32E+08,3.25E+15
7.27E+15,4.44E+08
7.29E+08,2.48E+15
3.55E+16,4.27E+08
6.96E+08,2.06E+15
1.48E+16,4.02E+08
6.66E+08,1.51E+15
1.15E+16,4.82E+08
6.57E+08,3.69E+15
8.98E+15,4.58E+08
6.51E+08,2.91E+15
9.69E+15,4.37E+08
6.47E+08,2.36E+15
9.60E+15,4.28E+08
7.72E+08,2.22E+15
1.10E+16,4.22E+08
7.26E+08,1.99E+15
1.61E+16,4.17E+08
7.01E+08,1.82E+15
1.79E+16,5.19E+08
6.67E+08,6.01E+15
2.91E+16,4.87E+08
7.68E+08,3.78E+15
2.38E+16,4.44E+08
7.33E+08,2.54E+15
2.90E+16,4.37E+08
7.02E+08,2.51E+15
2.94E+18,4.33E+08
6.93E+08,2.31E+15
2.98E+16,4.29E+08
6.86E+08,2.23E+15
3.55E+17,5.59E+08
6.82E+08,6.44E+15
2.13E+16,5.15E+08
8.12E+08,5.39E+15
2.47E+16,4.90E+08
7.64E+08,4.80E+15
8.95E+16,4.46E+08
7.38E+08,2.84E+15
1.03E+16,5.54E+08
7.02E+08,8.41E+15
1.62E+16,5.20E+08
8.07E+08,7.13E+15
1.65E+16,4.75E+08
7.71E+08,3.96E+15
8.38E+16,4.68E+08
7.39E+08,3.83E+15
1.36E+17,4.63E+08
7.29E+08,3.88E+15
6.62E+16,4.59E+08
7.23E+08,3.29E+15
1.62E+16,4.57E+08
7.18E+08,3.14E+15
1.78E+16,5.93E+08
8.53E+08,1.40E+16
2.05E+16,5.47E+08
8.03E+08,7.69E+15
1.90E+17,5.20E+08
7.75E+08,6.20E+15
1.43E+18,4.70E+08
7.39E+08,4.11E+15
1.81E+16,5.84E+08
7.34E+08,1.37E+16
5.15E+16,5.48E+08
8.41E+08,8.78E+15
2.21E+16,4.93E+08
8.04E+08,5.79E+15
9.91E+16,4.88E+08
7.61E+08,4.99E+15
4.88E+16,6.33E+08
7.55E+08,1.63E+16
2.08E+16,5.84E+08
7.50E+08,1.07E+16
1.55E+16,5.55E+08
8.87E+08,1.06E+16
2.41E+16,5.12E+08
