example,inst_set,count,inst_data,extender,solver,n,p,q,cone_types,status,solve_time,iters,prim_obj,dual_obj,rel_obj_diff,compl,x_viol,y_viol,z_viol,setup_time,check_time,total_time
DensityEstJuMP,nat,1,"(167, 1, 150, true)",nothing,Hypatia,152,1,319,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,0.2371478081,56,-0.8844538219,-0.8844538937,3.81E-08,1.42E-07,1.25E-09,1.11E-16,5.68E-10,1.173710863,1.066449396,50.29901549
DensityEstJuMP,nat,2,"(332, 1, 300, true)",nothing,Hypatia,302,1,634,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,1.516018867,71,-0.9792446293,-0.9792447034,3.74E-08,1.57E-07,7.97E-10,2.22E-16,3.00E-10,1.001945865,2.005404512,41.3911168
DensityEstJuMP,nat,3,"(662, 1, 600, true)",nothing,Hypatia,602,1,1264,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,6.170632839,120,-1.096031282,-1.096031355,3.52E-08,1.15E-07,8.12E-09,4.44E-16,1.45E-10,1.002732028,7.011138236,47.74937982
DensityEstJuMP,nat,4,"(1322, 1, 1200, true)",nothing,Hypatia,1202,1,2524,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,29.38643718,152,-1.121338388,-1.121338471,3.93E-08,1.86E-07,2.84E-10,4.44E-16,8.50E-11,1.00129206,30.03672764,70.6880227
DensityEstJuMP,nat,5,"(1982, 1, 1800, true)",nothing,Hypatia,1802,1,3784,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,103.382194,195,-1.180738074,-1.180738178,4.79E-08,2.34E-07,2.55E-10,2.22E-16,6.91E-11,2.002979441,104.1516287,143.8080468
DensityEstJuMP,nat,6,"(2642, 1, 2400, true)",nothing,Hypatia,2402,1,5044,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",SlowProgress,119.1486461,115,-1.137184026,-1.1396446,0.001149991812,0.004602317509,3.80E-06,4.44E-16,1.24E-06,4.00805345,120.2135896,163.9937931
DensityEstJuMP,nat,7,"(3302, 1, 3000, true)",nothing,Hypatia,3002,1,6304,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",SlowProgress,228.494756,129,-1.132112549,-1.134386145,0.001065222146,0.004207380461,3.34E-06,2.22E-16,9.55E-07,6.013207171,229.4254096,275.4859774
DensityEstJuMP,nat,1,"(255, 2, 20, true)",nothing,Hypatia,232,1,487,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,0.2298340797,36,-0.5527737251,-0.5527737925,4.34E-08,1.19E-07,3.76E-09,5.55E-17,1.01E-09,1.002309055,1.001954638,42.08748594
DensityEstJuMP,nat,2,"(948, 2, 40, true)",nothing,Hypatia,862,1,1810,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,5.277980089,62,-0.786110661,-0.7861107479,4.86E-08,1.93E-07,1.84E-09,5.55E-16,3.30E-10,1.001278884,6.007714248,47.28259975
DensityEstJuMP,nat,3,"(2081, 2, 60, true)",nothing,Hypatia,1892,1,3973,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,47.59496307,87,-0.8780542536,-0.8780543334,4.25E-08,1.91E-07,1.07E-09,3.33E-16,1.36E-10,2.003379583,48.07144462,88.69140903
DensityEstJuMP,nat,4,"(3654, 2, 80, true)",nothing,Hypatia,3322,1,6976,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,227.0715051,115,-0.8555223113,-0.8555224004,4.80E-08,2.10E-07,5.91E-10,1.11E-16,7.92E-11,8.017656178,227.4454827,275.412781
DensityEstJuMP,nat,1,"(93, 3, 6, true)",nothing,Hypatia,85,1,178,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,0.03611516953,20,-0.2635588109,-0.2635588773,5.25E-08,1.88E-07,4.82E-08,0,5.90E-09,1.002417133,1.00201118,40.68072808
DensityEstJuMP,nat,2,"(501, 3, 12, true)",nothing,Hypatia,456,1,957,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,1.089193106,48,-0.4196386234,-0.4196386844,4.30E-08,1.91E-07,1.46E-08,1.11E-16,8.65E-10,1.002269613,2.004250019,40.88076741
DensityEstJuMP,nat,3,"(1464, 3, 18, true)",nothing,Hypatia,1331,1,2795,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,16.85153294,78,-0.5657777716,-0.5657778569,5.44E-08,4.64E-07,1.92E-08,1.67E-16,6.57E-10,2.00329383,17.02196371,58.13744567
DensityEstJuMP,nat,4,"(3218, 3, 24, true)",nothing,Hypatia,2926,1,6144,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,166.5639169,119,-0.6660814028,-0.6660814338,1.86E-08,1.50E-06,2.87E-08,2.22E-16,1.03E-09,22.05145315,167.3051225,227.7736938
DensityEstJuMP,nat,1,"(77, 4, 4, true)",nothing,Hypatia,71,1,148,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,0.02726602554,20,-0.1279215424,-0.127921623,7.15E-08,2.26E-07,3.71E-08,1.11E-16,1.45E-08,1.002074031,1.002535252,41.8839618
DensityEstJuMP,nat,2,"(545, 4, 8, true)",nothing,Hypatia,496,1,1041,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,2.065658092,42,-0.2942404567,-0.2942404615,3.72E-09,6.84E-08,2.49E-08,1.11E-16,2.56E-10,1.001142575,3.005133924,42.47192431
DensityEstJuMP,nat,3,"(2003, 4, 12, true)",nothing,Hypatia,1821,1,3824,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,37.54589319,77,-0.4456614452,-0.4456614422,-2.08E-09,4.86E-07,5.02E-08,5.55E-16,5.87E-10,9.021548364,38.05581502,85.5836426
DensityEstJuMP,nat,1,"(545, 8, 4, true)",nothing,Hypatia,496,1,1041,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,1.564507008,26,-0.02126655307,-0.02126655454,1.43E-09,2.56E-09,9.96E-09,0,1.16E-10,1.00193179,2.002998956,43.15703946
DensityEstJuMP,nat,2,"(3304, 8, 6, true)",nothing,Hypatia,3004,1,6308,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,94.13032699,46,-0.03234440861,-0.03234440946,8.21E-10,8.88E-09,5.05E-08,5.55E-16,6.24E-11,36.08501794,95.18851589,171.0126764
DensityEstJuMP,nat,1,"(169, 16, 2, true)",nothing,Hypatia,154,1,323,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,0.1228039265,21,-2.46E-05,-2.47E-05,7.93E-08,1.44E-07,3.16E-07,2.22E-16,5.11E-08,1.001746541,1.002411184,42.11447633
DensityEstJuMP,nat,2,"(5330, 16, 4, true)",nothing,Hypatia,4846,1,10176,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,351.1796589,42,-0.0001947126979,-0.0001947130601,3.62E-10,8.16E-10,6.01E-08,1.44E-15,1.33E-10,142.3387157,351.7571392,532.7320727
DensityEstJuMP,nat,1,"(618, 32, 2, true)",nothing,Hypatia,562,1,1180,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,1.315107822,13,-2.59E-08,-6.61E-08,4.02E-08,4.53E-06,4.95E-07,5.33E-15,1.78E-08,1.001930238,2.002982978,43.25100723
DensityEstJuMP,nat,1,"(2360, 64, 2, true)",nothing,Hypatia,2146,1,4506,"[""HypoGeoMean"", ""WSOSInterpNonnegative""]",Optimal,63.17288995,16,-6.07E-09,-3.62E-16,-6.07E-09,8.17E-05,0.02673176109,5.10E-06,1.03E-08,15.03524484,64.1308003,118.8612078
DensityEstJuMP,ext,1,"(167, 1, 150, false)",StandardConeOptimizer,Hypatia,6183,152,6542,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,71.40232205,33,-0.8844534801,-0.8844535725,4.90E-08,7.99E-07,2.77E-09,1.42E-14,3.95E-09,1.000733707,72.14611945,120.7080145
DensityEstJuMP,ext,2,"(332, 1, 300, false)",StandardConeOptimizer,Hypatia,23614,302,24335,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",TimeLimit,1826.725061,20,-0.3592384973,-0.5218237532,0.1068357985,0.7417248414,0.003361577765,5.33E-15,0.004946875208,14.0273491,1827.242426,1890.85159
DensityEstJuMP,ext,3,"(662, 1, 600, false)",StandardConeOptimizer,Hypatia,92226,602,93671,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",SkippedSolveCheck,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,333.6839214,0,383.0302598
DensityEstJuMP,ext,4,"(1322, 1, 1200, false)",StandardConeOptimizer,Hypatia,-1,-1,-1,String[],SetupModelKilledTime,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1818.607081,0,1867.879184
DensityEstJuMP,ext,1,"(255, 2, 20, false)",StandardConeOptimizer,Hypatia,5778,232,6057,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,51.95627904,26,-0.552773521,-0.5527735931,4.64E-08,4.60E-07,5.81E-09,1.22E-15,2.49E-09,2.004090419,52.1015404,103.8801194
DensityEstJuMP,ext,2,"(948, 2, 40, false)",StandardConeOptimizer,Hypatia,72991,862,74176,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",SolveCheckKilledMemory,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,274.5660789,56.31510119,380.8007497
DensityEstJuMP,ext,3,"(2081, 2, 60, false)",StandardConeOptimizer,Hypatia,-1,-1,-1,String[],SetupModelKilledTime,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1805.387721,0,1853.17143
DensityEstJuMP,ext,1,"(93, 3, 6, false)",StandardConeOptimizer,Hypatia,587,85,757,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,0.3833220005,21,-0.2635587859,-0.2635588073,1.70E-08,1.83E-07,1.38E-08,1.67E-16,4.15E-09,1.009370285,1.006065983,50.07021508
DensityEstJuMP,ext,2,"(501, 3, 12, false)",StandardConeOptimizer,Hypatia,9325,456,9892,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,170.650161,26,-0.4196384605,-0.4196384984,2.67E-08,4.42E-07,1.21E-08,6.66E-16,1.63E-09,5.013312989,171.4509783,226.4578947
DensityEstJuMP,ext,3,"(1464, 3, 18, false)",StandardConeOptimizer,Hypatia,68773,1331,71537,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",SolveCheckKilledMemory,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,483.3651918,61.15121084,592.9615653
DensityEstJuMP,ext,4,"(3218, 3, 24, false)",StandardConeOptimizer,Hypatia,-1,-1,-1,String[],SetupModelKilledTime,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1805.352956,0,1854.757523
DensityEstJuMP,ext,1,"(77, 4, 4, false)",StandardConeOptimizer,Hypatia,378,71,562,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,0.2562849522,19,-0.1279214803,-0.1279215209,3.60E-08,3.53E-07,1.92E-08,2.22E-16,1.59E-08,1.002677689,1.001999855,49.66387787
DensityEstJuMP,ext,2,"(545, 4, 8, false)",StandardConeOptimizer,Hypatia,6524,496,8075,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,185.9881091,58,-0.2942401576,-0.2942401769,1.50E-08,7.18E-07,5.72E-08,1.33E-15,6.03E-09,3.013556489,186.4533523,239.1757844
DensityEstJuMP,ext,3,"(2003, 4, 12, false)",StandardConeOptimizer,Hypatia,58027,1821,60301,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",SolveCheckKilledMemory,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.8998482,221.6305168,625.9266392
DensityEstJuMP,ext,1,"(545, 8, 4, false)",StandardConeOptimizer,Hypatia,2914,496,4465,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,34.58868098,62,-0.02126659198,-0.02126660174,9.56E-09,2.37E-07,3.82E-08,3.33E-16,9.99E-09,1.00168962,35.06093721,84.64300505
DensityEstJuMP,ext,2,"(3304, 8, 6, false)",StandardConeOptimizer,Hypatia,29074,3004,34261,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",TimeLimit,1918.284007,0,0.8379705401,-8.108626227,0.9822114273,8716,549.3473953,3.45E-13,10.36988543,182.4829177,1919.578822,2151.766084
DensityEstJuMP,ext,1,"(169, 16, 2, false)",StandardConeOptimizer,Hypatia,578,154,935,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,0.4081759453,26,-2.46E-05,-2.46E-05,1.00E-08,8.76E-08,3.63E-08,3.33E-16,2.35E-08,1.006239152,1.002006642,49.0618217
DensityEstJuMP,ext,2,"(5330, 16, 4, false)",StandardConeOptimizer,Hypatia,27266,4846,38803,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",TimeLimit,1829.752226,0,0.7410891985,-0.4715582206,0.8240567054,16808,314.4093502,1.77E-11,23.43393069,445.2044651,1830.562306,2325.422808
DensityEstJuMP,ext,1,"(618, 32, 2, false)",StandardConeOptimizer,Hypatia,2178,562,3663,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,7.852993965,27,-4.78E-08,-5.12E-08,3.47E-09,1.64E-05,9.46E-08,2.31E-14,4.98E-08,2.003976374,8.01224992,59.80485572
DensityEstJuMP,ext,1,"(2360, 64, 2, false)",StandardConeOptimizer,Hypatia,8450,2146,14495,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",SlowProgress,250.8736639,41,0.4178041121,-4.57E-16,0.4178041121,6101.873714,35.58853119,3296.5,12.90140397,33.07596812,251.6306425,334.3946228
DensityEstJuMP,ext,1,"(167, 1, 150, false)",StandardConeOptimizer,Mosek,6183,152,6542,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,4.964233875,10,-0.8844422476,-0.8844422289,-9.91E-09,2.35E-05,1.09E-07,1.93E-08,4.76E-08,2.004093278,6.009805803,56.97397418
DensityEstJuMP,ext,2,"(332, 1, 300, false)",StandardConeOptimizer,Mosek,23614,302,24335,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,180.1849339,18,-0.9792442203,-0.9792442198,-2.43E-10,9.12E-07,5.25E-09,1.22E-07,8.33E-07,27.05517453,181.3779769,250.8160647
DensityEstJuMP,ext,3,"(662, 1, 600, false)",StandardConeOptimizer,Mosek,92226,602,93671,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",SolveCheckKilledTime,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,404.8399733,2225.054162,2674.123765
DensityEstJuMP,ext,4,"(1322, 1, 1200, false)",StandardConeOptimizer,Mosek,-1,-1,-1,String[],SetupModelKilledTime,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1816.004742,0,1860.142742
DensityEstJuMP,ext,1,"(255, 2, 20, false)",StandardConeOptimizer,Mosek,5778,232,6057,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,3.561714888,11,-0.5527685407,-0.5527685423,1.03E-09,8.66E-06,1.39E-07,1.08E-08,3.17E-08,2.004408098,4.007174931,49.10982287
DensityEstJuMP,ext,2,"(948, 2, 40, false)",StandardConeOptimizer,Mosek,72991,862,74176,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,1129.35383,13,-0.7860400908,-0.786040075,-8.87E-09,0.0001155652562,4.40E-07,2.79E-08,4.97E-08,545.1281613,1132.393637,1720.915645
DensityEstJuMP,ext,3,"(2081, 2, 60, false)",StandardConeOptimizer,Mosek,-1,-1,-1,String[],SetupModelKilledTime,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1805.735352,0,1849.301893
DensityEstJuMP,ext,1,"(93, 3, 6, false)",StandardConeOptimizer,Mosek,587,85,757,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,0.05909490585,7,-0.2635526781,-0.263552765,6.88E-08,1.41E-05,1.68E-06,7.40E-08,1.48E-07,1.002951365,1.002664411,44.0557855
DensityEstJuMP,ext,2,"(501, 3, 12, false)",StandardConeOptimizer,Mosek,9325,456,9892,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,10.2635119,9,-0.4196364196,-0.4196364249,3.73E-09,4.55E-06,1.26E-07,1.48E-08,8.34E-09,5.011456475,11.01900683,58.80085135
DensityEstJuMP,ext,3,"(1464, 3, 18, false)",StandardConeOptimizer,Mosek,68773,1331,71537,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,969.245084,14,-0.5657724462,-0.5657724455,-4.16E-10,9.80E-06,1.16E-07,1.63E-07,4.69E-08,335.6976093,973.0608921,1351.386498
DensityEstJuMP,ext,4,"(3218, 3, 24, false)",StandardConeOptimizer,Mosek,-1,-1,-1,String[],SetupModelKilledTime,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1805.741202,0,1848.387233
DensityEstJuMP,ext,1,"(77, 4, 4, false)",StandardConeOptimizer,Mosek,378,71,562,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,0.03101015091,7,-0.1279213314,-0.1279213439,1.11E-08,9.11E-07,2.49E-07,8.59E-09,1.72E-08,1.002109676,1.00317219,45.08335264
DensityEstJuMP,ext,2,"(545, 4, 8, false)",StandardConeOptimizer,Mosek,6524,496,8075,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,5.271010876,10,-0.2942338538,-0.2942338623,6.52E-09,1.61E-05,1.41E-06,9.15E-09,1.84E-08,4.008134334,6.010841136,52.46512057
DensityEstJuMP,ext,3,"(2003, 4, 12, false)",StandardConeOptimizer,Mosek,58027,1821,60301,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,983.7779171,15,-0.4455747241,-0.4455747181,-4.13E-09,0.0001757546436,5.84E-06,7.70E-08,5.75E-08,723.4945871,989.0841064,1754.716567
DensityEstJuMP,ext,1,"(545, 8, 4, false)",StandardConeOptimizer,Mosek,2914,496,4465,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,1.439889193,12,-0.02126655325,-0.02126655325,3.82E-12,4.49E-09,1.42E-08,3.82E-10,2.56E-10,2.003722839,2.003213486,46.35694546
DensityEstJuMP,ext,2,"(3304, 8, 6, false)",StandardConeOptimizer,Mosek,29074,3004,34261,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,424.075321,15,-0.03235614842,-0.032356229,7.80E-08,9.80E-05,6.01E-05,5.42E-08,1.08E-07,290.6113615,427.8989748,763.0093464
DensityEstJuMP,ext,1,"(169, 16, 2, false)",StandardConeOptimizer,Mosek,578,154,935,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,0.06756210327,8,-2.51E-05,-2.51E-05,6.32E-08,1.15E-06,2.19E-06,6.98E-07,1.10E-07,1.000895738,1.002665744,45.59651382
DensityEstJuMP,ext,2,"(5330, 16, 4, false)",StandardConeOptimizer,Mosek,27266,4846,38803,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,618.152597,19,-0.0001949270299,-0.0001949038277,-2.32E-08,4.54E-07,6.17E-07,2.40E-08,5.51E-10,881.8768909,623.2903896,1547.769275
DensityEstJuMP,ext,1,"(618, 32, 2, false)",StandardConeOptimizer,Mosek,2178,562,3663,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,1.700570107,8,-7.13E-08,-7.84E-08,7.11E-09,3.90E-05,6.17E-07,1.299994492,4.23E-08,3.006877684,2.002765288,49.63111422
DensityEstJuMP,ext,1,"(2360, 64, 2, false)",StandardConeOptimizer,Mosek,8450,2146,14495,"[""Nonnegative"", ""PosSemidefTri"", ""EpiPerSquare""]",Optimal,18.95445013,12,-2.29E-09,-1.99E-16,-2.29E-09,1.28E-05,5.22E-08,105.0697913,1.81E-10,76.16459526,20.03481768,138.5907083
ExpDesignJuMP,nat,1,"(20, 40, 40, 5, false, true, false)",nothing,Hypatia,41,1,252,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,0.03268909454,16,-30.41546874,-30.41547153,8.88E-08,3.45E-06,3.13E-08,1.73E-16,7.59E-08,1.002388143,1.00251176,52.00155455
ExpDesignJuMP,nat,2,"(40, 80, 80, 5, false, true, false)",nothing,Hypatia,81,1,902,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,0.1911821365,20,-65.61386686,-65.61387324,9.59E-08,6.93E-06,2.53E-08,1.75E-16,1.21E-07,1.002571329,1.002189311,49.81757432
ExpDesignJuMP,nat,3,"(60, 120, 120, 5, false, true, false)",nothing,Hypatia,121,1,1952,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,1.025636911,21,-90.76502349,-90.76503173,8.99E-08,8.68E-06,1.74E-08,7.05E-16,1.25E-07,1.002928495,2.003684005,50.47995034
ExpDesignJuMP,nat,4,"(80, 160, 160, 5, false, true, false)",nothing,Hypatia,161,1,3402,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,2.505367994,24,-120.7999589,-120.7999646,4.66E-08,5.96E-06,8.75E-09,1.06E-15,6.91E-08,1.002583808,3.004521204,51.15684203
ExpDesignJuMP,nat,5,"(100, 200, 200, 5, false, true, false)",nothing,Hypatia,201,1,5252,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,6.174361944,24,-149.7274774,-149.7274863,5.89E-08,9.16E-06,9.58E-09,5.66E-16,8.41E-08,1.002051656,7.012075759,58.06623684
ExpDesignJuMP,nat,6,"(120, 240, 240, 5, false, true, false)",nothing,Hypatia,241,1,7502,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,14.69409299,25,-178.6339479,-178.6339616,7.64E-08,1.42E-05,1.19E-08,3.54E-16,1.05E-07,2.004145525,15.02198771,66.60017455
ExpDesignJuMP,nat,7,"(140, 280, 280, 5, false, true, false)",nothing,Hypatia,281,1,10152,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,35.50913596,27,-207.6762543,-207.6762693,7.18E-08,1.54E-05,1.04E-08,1.01E-15,8.63E-08,2.003686938,36.06526237,86.0083488
ExpDesignJuMP,nat,8,"(160, 320, 320, 5, false, true, false)",nothing,Hypatia,321,1,13202,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,63.75528502,29,-236.8327872,-236.8328037,6.93E-08,1.68E-05,9.06E-09,0,9.46E-08,3.006654713,64.12412359,115.0671332
ExpDesignJuMP,nat,9,"(180, 360, 360, 5, false, true, false)",nothing,Hypatia,361,1,16652,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,110.351366,27,-268.2895732,-268.289588,5.48E-08,1.51E-05,7.87E-09,3.15E-16,7.40E-08,3.005804384,111.2327211,163.9418042
ExpDesignJuMP,nat,10,"(200, 400, 400, 5, false, true, false)",nothing,Hypatia,401,1,20502,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,231.4610109,30,-295.3091889,-295.3092065,5.93E-08,1.80E-05,8.08E-09,8.51E-16,8.26E-08,4.009045673,232.482952,286.4350283
ExpDesignJuMP,nat,11,"(220, 440, 440, 5, false, true, false)",nothing,Hypatia,441,1,24752,"[""EpiNormInf"", ""HypoRootdetTri""]",Optimal,328.3654261,30,-325.7319259,-325.7319516,7.88E-08,2.62E-05,8.76E-09,1.42E-15,1.05E-07,5.010778094,328.695237,381.5680054
ExpDesignJuMP,nat,1,"(20, 40, 40, 5, true, false, false)",nothing,Hypatia,41,1,253,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,0.04033708572,18,-68.29902689,-68.29903082,5.66E-08,6.91E-06,4.43E-08,0,1.86E-07,1.001707332,1.00265944,47.70036137
ExpDesignJuMP,nat,2,"(40, 80, 80, 5, true, false, false)",nothing,Hypatia,81,1,903,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,0.6002960205,24,-167.3514839,-167.3514956,6.93E-08,1.67E-05,4.62E-08,1.75E-16,3.74E-07,1.002219274,1.002511384,49.73850578
ExpDesignJuMP,nat,3,"(60, 120, 120, 5, true, false, false)",nothing,Hypatia,121,1,1953,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,3.314250946,28,-270.496444,-270.4964707,9.83E-08,3.63E-05,5.38E-08,3.52E-16,6.82E-07,1.002371337,4.005481176,50.95422377
ExpDesignJuMP,nat,4,"(80, 160, 160, 5, true, false, false)",nothing,Hypatia,161,1,3403,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,14.26359606,30,-383.53088,-383.5309113,8.15E-08,4.54E-05,4.93E-08,3.53E-16,6.41E-07,1.002486344,15.02665692,61.55417749
ExpDesignJuMP,nat,5,"(100, 200, 200, 5, true, false, false)",nothing,Hypatia,201,1,5253,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,24.41808891,26,-500.8816879,-500.8817329,8.96E-08,5.79E-05,4.84E-08,9.90E-16,7.16E-07,1.002111773,25.03937744,73.54656346
ExpDesignJuMP,nat,6,"(120, 240, 240, 5, true, false, false)",nothing,Hypatia,241,1,7503,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,105.84495,34,-622.2406507,-622.2406827,5.13E-08,4.14E-05,2.75E-08,1.30E-15,4.09E-07,2.003961223,106.2088798,155.7497576
ExpDesignJuMP,nat,7,"(140, 280, 280, 5, true, false, false)",nothing,Hypatia,281,1,10153,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,179.4289918,30,-747.0372595,-747.0373155,7.49E-08,6.80E-05,3.78E-08,2.02E-16,5.41E-07,2.004659317,180.3780593,229.9462786
ExpDesignJuMP,nat,8,"(160, 320, 320, 5, true, false, false)",nothing,Hypatia,321,1,13203,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,468.1056581,33,-874.776702,-874.7767715,7.93E-08,8.03E-05,3.82E-08,3.54E-16,6.67E-07,3.006529065,468.9934658,516.9799594
ExpDesignJuMP,nat,9,"(180, 360, 360, 5, true, false, false)",nothing,Hypatia,361,1,16653,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,1304.326389,33,-1006.572049,-1006.572145,9.48E-08,0.0001110438806,5.17E-08,7.87E-16,8.02E-07,3.005825633,1304.79047,1355.195908
ExpDesignJuMP,nat,10,"(200, 400, 400, 5, true, false, false)",nothing,Hypatia,401,1,20503,"[""EpiNormInf"", ""HypoPerLogdetTri""]",Optimal,1119.837326,37,-1137.604586,-1137.604649,5.51E-08,7.18E-05,2.90E-08,1.42E-15,4.94E-07,4.007412238,1120.386125,1172.219959
ExpDesignJuMP,nat,11,"(220, 440, 440, 5, true, false, false)",nothing,Hypatia,441,1,24753,"[""EpiNormInf"", ""HypoPerLogdetTri""]",TimeLimit,1953.616402,32,-1272.936453,-1272.93665,1.54E-07,0.000228244856,6.73E-08,3.87E-16,1.34E-06,5.009743297,1954.183666,2004.663969
ExpDesignJuMP,ext,1,"(20, 40, 40, 5, false, true, false)",StandardConeOptimizer,Hypatia,282,1,994,"[""Nonnegative"", ""EpiPerSquare"", ""PosSemidefTri""]",Optimal,0.3051309586,22,-30.41546171,-30.41546381,6.69E-08,2.41E-05,1.64E-08,1.73E-16,4.27E-08,1.002842737,1.001777868,45.46061804
