instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
syn15h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-854.3227970606897,-854.3227969343211,15,0.002914314,1.015887535,0.073374015,227935744,1.0158751010894775,1.010937646,226010544,6.54598555913912e-9,7.662192302090826e-12,1.0192891333774392e-8,0.0,1.76530896775743e-10,normalF64
ravem,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,230062.15587301602,230062.15587458276,61,0.005868572,10.560221554,0.547705045,3124651216,10.560208082199097,10.542748871,3121187360,9.397280232480631e-14,4.084670160877529e-19,0.0002471909333368605,0.0,5.909018624905837e-14,normalF64
syn05m04m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6587.6914541637525,-6587.691453726193,28,0.003897532,11.527955819,0.714069947,5061574232,11.527945041656494,11.516568441,5057931016,1.8430812431802224e-9,2.797764977312807e-13,1.9223602027843233e-8,0.0,7.18491685610443e-11,normalF64
enpro56,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,223974.27322563803,223974.45164234404,64,0.0049516,8.225659807,0.458966139,2237967504,8.225647926330566,8.207190642,2234050576,1.2142928358297195e-8,5.421568517862813e-14,1.0068938723710854,0.0,8.514205381404117e-9,normalF64
syn05m03h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4027.9831309425294,-4027.9830886546215,24,0.004722228,10.525602655,0.68136685,5017562712,10.525584936141968,10.517376105,5014802664,1.4637648027004957e-7,3.633989406400472e-11,6.271310030973631e-7,0.0,7.984958257522176e-9,normalF64
syn20h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-927.2192203836544,-927.2192190320819,24,0.004962161,6.240102844,0.3885268,2521927936,6.2400901317596436,6.231169338,2519104416,4.239700052144357e-8,4.572489395107774e-11,4.257896490336662e-7,0.0,1.9781996555512173e-9,normalF64
syn40m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1833.9137168864445,-1833.9137166148428,26,0.006822073,11.432456378,0.655660471,4650776328,11.4324369430542,11.417452385,4645847912,3.148747129699814e-8,1.7169548930827825e-11,1.2610465816025877e-7,0.0,5.654566889838827e-10,normalF64
rsyn0805m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2111.0247270950194,-2111.024727116869,20,0.005086272,0.679371037,0.037935994,130621768,0.6793570518493652,0.671551823,126617608,6.106920524828752e-11,2.892870200166951e-14,3.6613869139377676e-6,0.0,5.862068631973055e-13,normalF64
enpro48,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,174318.13290780433,174318.13290187565,58,0.005647794,15.056893412,0.946188997,6004682064,15.056874990463257,15.039304329,5999508032,5.6804518879481625e-11,3.258669533332892e-16,0.00011729351143767883,0.0,3.0641352679305324e-12,normalF64
syn10m02h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-2312.145201202789,-2312.145199088411,27,0.005637626,7.090781801,0.375185895,2996604216,7.090768098831177,7.080578359,2992559992,1.5586260226907456e-8,6.741038676463489e-12,1.142105684330215e-8,0.0,6.757022118125519e-10,normalF64
syn15m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4689.79320937894,-4689.793174445418,21,0.008035506,15.05609439,0.924481704,7158695896,15.056076049804688,15.041902504,7151729320,6.212302681101039e-7,1.3246431993370816e-10,5.298435318179941e-6,0.0,1.463567794025696e-8,normalF64
syn10m03m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6813.8851591273105,-6813.885158841207,42,0.007612715,31.523148598,1.790030508,14601640800,31.52313494682312,31.504273055,14594972496,5.577015710356292e-9,8.184780899757003e-13,2.0260486843224753e-7,0.0,1.6315233987124138e-10,normalF64
rsyn0810m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2963.2095606014095,-2963.2095634569732,20,0.0061273,3.319469347,0.365697925,1110241992,3.319459915161133,3.307796309,1105258648,5.174478387437453e-9,1.7462411218689668e-12,6.6772189419149415e-6,0.0,7.200557965466939e-11,normalF64
syn05m04h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-5510.998674825712,-5510.998674305442,26,0.01475715,11.33408082,0.709317048,5942952776,11.33406400680542,11.315050684,5938163112,1.9747955493087943e-9,3.583371482794356e-13,5.993146599933035e-7,0.0,7.124276315457501e-11,normalF64
rsyn0815m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2585.1356821578506,-2585.135721304751,20,0.007023228,8.542731537,0.506161484,4436043776,8.542718172073364,8.531729103,4429548128,9.033848047401705e-8,3.49453535833795e-11,2.3464679568416773e-6,0.0,9.20158237077993e-10,normalF64
syn30h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-146.5905978026148,-146.59059241562306,27,0.008324601,19.598739802,1.181625876,10555453656,19.598730087280273,19.585217944,10549752680,2.9912261600983925e-7,2.0405307058820363e-9,8.540470899235271e-7,0.0,5.0433474869083315e-9,normalF64
rsyn0820m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-3896.2304504500107,-3896.230516065251,23,0.017079399,14.648899135,0.862324277,7901433528,14.648889064788818,14.624922473,7893922728,1.3188219438742266e-7,3.384866374425835e-11,5.64675527993246e-6,0.0,9.333993033467778e-10,normalF64
syn20m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4884.227850769767,-4884.227844855074,18,0.0119534,4.607905973,0.210546627,1840971352,4.6078941822052,4.588286254,1830101656,3.4611668608963697e-7,7.086415635484492e-11,9.794070772851463e-7,0.0,5.886089049002491e-9,normalF64
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
bss1,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,1.7112389672263364,1.711238959488004,12,2.636043913,15.577050807,0.527375385,2033527581,11.399149179458618,8.231944146,1223960040,1.6549832393408792e-8,9.671257366861515e-9,1.0350192469720714e-9,0.0,1.4685910924241507e-9,normalF64
demb782,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471783277884,0.6931471736260615,7,0.000309187,0.075816709,0.0,33814225,0.07580804824829102,0.075146885,33605793,1.3414720556603754e-8,1.9353351015524328e-8,2.7558330633646353e-9,0.0,1.382722911330865e-9,normalF64
bss2,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,4.108531662069831,4.108531659604134,9,0.000347624,0.439850619,0.035514275,234165473,0.43984198570251465,0.438923389,233935217,8.490720126985707e-9,2.0666069609413223e-9,5.998380240772174e-10,0.0,3.3564785651935396e-10,normalF64
demb781,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471806453932,0.6931471773871488,12,0.000448524,0.628409586,0.043385365,334480336,0.628399133682251,0.627217184,334226496,7.649373821457262e-9,1.103571372863688e-8,3.041030345943672e-10,0.0,3.3893340656144067e-10,normalF64
synthes1,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,0.7592846963152342,0.7592831688314045,12,0.000540576,2.619009212,0.177855872,1414946056,2.61899995803833,2.617628903,1414639688,2.58647387737326e-7,3.4064680787723024e-7,9.852919601848764e-8,0.0,1.0181946218337123e-8,normalF64
gptest,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-4.414286537084669,-4.414286546920818,12,0.000527809,0.386281859,0.029801665,200418160,0.3862731456756592,0.384957433,200137280,9.212070294084551e-9,2.0868763766677655e-9,5.950514383782144e-10,0.0,4.712893674153944e-10,normalF64
rijc781,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-4.414286537084669,-4.414286546920818,12,0.001037708,0.405932478,0.031663124,211818696,0.40592193603515625,0.404095247,211537816,9.212070294084551e-9,2.0868763766677655e-9,5.950514383782144e-10,0.0,4.712893674153944e-10,normalF64
synthes2,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-0.5544168937748399,-0.5544169439771452,17,0.000468301,0.270902934,0.015963926,145627944,0.27089381217956543,0.269501898,145326872,3.263710108841738e-9,5.886743613853869e-9,1.3405637568882972e-8,0.0,1.437467763438249e-10,normalF64
rijc784,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,13.342702798621138,13.34270277215572,16,0.000590224,3.642963916,0.230772412,1971001736,3.6429550647735596,3.641231517,1970689224,5.134537706119602e-8,3.848199119622626e-9,4.150377179421867e-9,0.0,1.3412768212506982e-9,normalF64
rijc785,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,3.375177931356218,3.375177930092999,19,0.000623506,4.080051458,0.245317776,2207743904,4.080042123794556,4.07794824,2207410672,3.533967429802942e-8,1.0470462603746547e-8,6.507424176359139e-9,0.0,5.560015212707914e-10,normalF64
rijc786,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,3.3750741805284568,3.3750741658109717,9,0.0006202,1.947051033,0.126833325,1055212344,1.9470429420471191,1.945799645,1054881544,1.7314417050107167e-7,5.130084910577606e-8,4.3806091758680265e-8,0.0,2.4182465804812306e-9,normalF64
syn05m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1144.5242634438,-1144.5242629729985,17,0.000439279,1.844149165,0.123190427,962208368,1.8441400527954102,1.842676499,961876352,9.801361888772675e-9,8.563699522875126e-12,1.2838095357102419e-5,0.0,7.500813734289885e-10,normalF64
rijc782,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,8.74828001207762,8.74827980798742,14,0.000839135,7.028789087,0.444594746,3800952904,7.028780937194824,7.026806412,3800562152,9.697775585904012e-7,1.1085351404798091e-7,6.675897675537783e-8,0.0,2.7255138961977412e-8,normalF64
batchdes,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,160860.75202683703,160860.7520299979,44,0.00054654,2.23830093,0.156508211,1141770264,2.238279104232788,2.234626005,1141392264,1.4725540733073923e-14,9.154216020529265e-20,0.00021902502168898646,0.0,2.1940018399230093e-14,normalF64
synthes3,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,15.08218629067887,15.082174620696078,14,0.000715314,0.747496021,0.057959951,179283808,0.7474849224090576,0.743298772,178828576,3.411521129398057e-7,2.261955729326125e-8,6.10820441386996e-7,0.0,1.412080594517521e-8,normalF64
rijc783,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,11.746440471067572,11.746440469818022,10,0.001213558,0.775932475,0.057196974,218570880,0.7759242057800293,0.773689537,218080896,1.0217908935628017e-8,8.698727892830596e-10,8.129135260109145e-10,0.0,3.06800359164967e-10,normalF64
syn10m,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-2003.4558177976496,-2003.455817796059,24,0.000794043,2.694726984,0.132245537,946312760,2.694719076156616,2.691736262,945717240,1.7531281981675306e-11,8.750520887926053e-15,1.1778081308917851e-8,0.0,2.6372879021218677e-12,normalF64
syn05h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-838.0107266260405,-838.0107265976201,22,0.000494881,2.853861413,0.180978561,1545250024,2.8538529872894287,2.852070233,1544815576,7.040870109165098e-10,8.401885423964344e-13,3.847009146907937e-9,0.0,3.772339687843678e-11,normalF64
beck751,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,7.5009521286905825,7.500952074476468,12,0.001841433,1.515320325,0.095902387,566345208,1.5153110027313232,1.512285159,565602648,9.754426378978219e-8,1.3004251036571292e-8,1.0931781570956304e-8,0.0,2.0851925662491284e-9,normalF64
beck752,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,6.815509035061965,6.8155089785717005,16,0.001830048,2.408067018,0.116084229,981782632,2.4080569744110107,2.404627486,981039112,9.495039477295563e-8,1.3931519285131074e-8,1.1582013913471904e-8,0.0,2.1824922328340012e-9,normalF64
beck753,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,6.298338700290319,6.2983386630211715,19,0.001819875,9.635062097,0.580559443,4782009408,9.635051965713501,9.631428299,4781265184,6.132871491768346e-8,9.737284417199862e-9,3.595617890838661e-9,0.0,1.4410439347280585e-9,normalF64
fiac81b,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,17.29284378852533,17.29284367159153,14,0.002038512,1.662022042,0.101740086,572532992,1.6620140075683594,1.658536268,571717712,1.5089560301143404e-7,8.725898751939998e-9,6.1263525528481e-9,0.0,1.1019093220299658e-9,normalF64
batch,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,259180.348118912,259180.3481340304,49,0.001277537,5.409676938,0.256520435,1764165384,5.4096598625183105,5.403439479,1763160808,4.1308677801189786e-14,1.593819828493623e-19,0.0001222565433884829,0.0,1.3893171143506828e-11,normalF64
syn05m02m,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-3618.4269745885754,-3618.426974519939,23,0.001567948,2.651293505,0.152145344,886855776,2.651279926300049,2.644154152,885790256,1.7260010087838396e-10,4.7700313448500375e-14,3.763590289644202e-9,0.0,1.9499256728268582e-11,normalF64
syn15m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1682.938009809231,-1682.9380072333092,14,0.001833714,1.212289173,0.047764065,276731832,1.2122750282287598,1.208115646,275603816,4.7827997178954125e-8,2.8419345751407476e-11,2.5832063849433007e-5,0.0,3.876827940949896e-9,normalF64
fang88,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-10.380040775322108,-10.380041049581536,16,0.003114663,2.739408601,0.195145294,1082435944,2.7393991947174072,2.734600673,1081237016,6.263776020848171e-8,6.034442596545385e-9,6.9058933293450146e-9,0.0,2.938551159893369e-9,normalF64
syn10h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-1267.7092790224597,-1267.7092789907908,13,0.00132548,0.528309234,0.025002431,123760336,0.52829909324646,0.525450124,122843360,1.1829063182099383e-9,9.33105356081393e-13,2.0424757864230847e-9,0.0,3.9936123530012137e-11,normalF64
demb761,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,183.4947775023798,183.46744478241436,10,0.003957911,20.136289595,1.226738506,10446611136,20.136271953582764,20.131061142,10445243408,0.02005330261638209,0.00010930169458763962,0.001866864075976033,0.0,0.0009706052073199743,normalF64
demb762,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-10.358419916493077,-10.358435973033238,13,0.003699367,9.319274296,0.579997773,4674341144,9.319264888763428,9.3140768,4672972664,4.793354585858661e-6,4.627495915884329e-7,4.261877452001836e-7,0.0,2.1748856399646986e-7,normalF64
demb763,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-10.351925217337083,-10.428930787592293,10,0.003908812,25.191271443,1.552465381,13120949264,25.191254138946533,25.186090627,13119581504,0.021541814603026253,0.002080947664396637,0.0020077643206010466,0.0,0.0010230690125673735,normalF64
syn20m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2970.6758183320912,-2970.6758120288355,13,0.002252344,3.618073934,0.204110405,1552718544,3.6180660724639893,3.613201043,1551164256,1.6383526197372156e-6,5.515083839262815e-10,4.86632032759743e-6,0.0,1.6588321285464635e-7,normalF64
syn05m02h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-3033.3467197965147,-3033.3467150068404,20,0.002205341,0.969542883,0.064581447,235057136,0.9695339202880859,0.962876924,233696016,1.2816890659905766e-8,4.225329922312857e-12,9.151517884574559e-9,0.0,1.1300238101188998e-9,normalF64
syn05m03m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4844.747855802127,-4844.7477790095345,21,0.002898143,3.403635515,0.206302228,1257884384,3.403623104095459,3.394524853,1255772096,6.432600922201548e-7,1.3277473077361064e-10,0.00029545974117842336,0.0,1.7277013323434608e-8,normalF64
fiac81a,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,7.513057989145272,7.513057952584799,17,0.006119462,24.486471955,1.501325841,12374008832,24.486462116241455,24.474666698,12371496320,1.2671936978556064e-7,1.686655028954808e-8,6.461086930412514e-9,0.0,7.926217453297177e-10,normalF64
syn30m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1426.1617833232758,-1426.1617831599422,25,0.004296863,12.970986757,0.755969533,5840285768,12.970977067947388,12.960552101,5837323432,2.4364490869288602e-8,1.7083960006636757e-11,1.8349991371886969e-6,0.0,5.388817521614913e-10,normalF64
syn10m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4717.038457292943,-4717.038386179003,21,0.004054519,8.794220722,0.551461732,3994126400,8.794203996658325,8.78506414,3991088304,9.893918320458273e-7,2.0974851933126457e-10,6.8690680337934865e-6,0.0,6.079269479006864e-8,normalF64
rijc787,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,5.1844649065765855,5.184464840961638,14,0.007060988,4.668537215,0.279468439,2171352552,4.668528079986572,4.659704041,2168738728,7.39619397097897e-8,1.4266070265426063e-8,4.650567868538762e-9,0.0,4.4928897584889244e-10,normalF64
syn15h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-854.3227970606897,-854.3227969343211,15,0.002996182,1.043593417,0.068482492,238695656,1.0435779094696045,1.037997338,236770456,6.54598555913912e-9,7.662192302090826e-12,1.0192891333774392e-8,0.0,1.76530896775743e-10,normalF64
ravem,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,230062.15587301602,230062.15587458276,61,0.004708479,10.807338495,0.523481854,3326346624,10.807324886322021,10.778103258,3322882768,9.397280232480631e-14,4.084670160877529e-19,0.0002471909333368605,0.0,5.909018624905837e-14,normalF64
syn05m04m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6587.6914541637525,-6587.691453726193,28,0.004081172,9.72088859,0.490275152,4154393704,9.720870018005371,9.711281571,4150750504,1.8430812431802224e-9,2.797764977312807e-13,1.9223602027843233e-8,0.0,7.18491685610443e-11,normalF64
enpro56,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,223974.27322563803,223974.45164234404,64,0.005113826,8.1552893,0.464873995,2258408280,8.155272006988525,8.137031686,2254491352,1.2142928358297195e-8,5.421568517862813e-14,1.0068938723710854,0.0,8.514205381404117e-9,normalF64
syn05m03h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4027.9831309425294,-4027.9830886546215,24,0.004883798,11.436723301,0.689966712,5537444944,11.436716079711914,11.427230145,5534684896,1.4637648027004957e-7,3.633989406400472e-11,6.271310030973631e-7,0.0,7.984958257522176e-9,normalF64
syn20h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-927.2192203836544,-927.2192190320819,24,0.005183765,5.924349091,0.333574195,2394762552,5.924337148666382,5.913924252,2391939032,4.239700052144357e-8,4.572489395107774e-11,4.257896490336662e-7,0.0,1.9781996555512173e-9,normalF64
syn40m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-1833.9137168864445,-1833.9137166148428,26,0.006806324,11.370264132,0.641678291,4712163192,11.370244979858398,11.357078492,4707234760,3.148747129699814e-8,1.7169548930827825e-11,1.2610465816025877e-7,0.0,5.654566889838827e-10,normalF64
rsyn0805m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2111.0247270950194,-2111.024727116869,20,0.00525683,0.691314026,0.034622214,151960928,0.6913008689880371,0.683185463,147956768,6.106920524828752e-11,2.892870200166951e-14,3.6613869139377676e-6,0.0,5.862068631973055e-13,normalF64
enpro48,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,174318.13290780433,174318.13290187565,58,0.005658608,13.662185438,0.753975991,5348086016,13.662168025970459,13.642467576,5342912000,5.6804518879481625e-11,3.258669533332892e-16,0.00011729351143767883,0.0,3.0641352679305324e-12,normalF64
syn10m02h,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-2312.145201202789,-2312.145199088411,27,0.005892344,8.524904313,0.764672226,3944741784,8.524892091751099,8.514689464,3940697560,1.5586260226907456e-8,6.741038676463489e-12,1.142105684330215e-8,0.0,6.757022118125519e-10,normalF64
syn15m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4689.79320937894,-4689.793174445418,21,0.007649118,21.946068727,1.408201478,12045396848,21.946052074432373,21.931857919,12038430304,6.212302681101039e-7,1.3246431993370816e-10,5.298435318179941e-6,0.0,1.463567794025696e-8,normalF64
syn10m03m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-6813.8851591273105,-6813.885158841207,42,0.006884191,33.996735404,2.029086507,17757354784,33.99672508239746,33.978729327,17750686496,5.577015710356292e-9,8.184780899757003e-13,2.0260486843224753e-7,0.0,1.6315233987124138e-10,normalF64
rsyn0810m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2963.2095606014095,-2963.2095634569732,20,0.005353566,3.408430021,0.165319083,1345633216,3.408421039581299,3.399793907,1340649888,5.174478387437453e-9,1.7462411218689668e-12,6.6772189419149415e-6,0.0,7.200557965466939e-11,normalF64
syn05m04h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-5510.998674825712,-5510.998674305442,26,0.007394153,10.686750062,0.61605457,5551546704,10.686743021011353,10.674866913,5546757040,1.9747955493087943e-9,3.583371482794356e-13,5.993146599933035e-7,0.0,7.124276315457501e-11,normalF64
rsyn0815m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-2585.1356821578506,-2585.135721304751,20,0.007356112,7.0687197,0.393923737,3592696056,7.068709135055542,7.046439234,3586200408,9.033848047401705e-8,3.49453535833795e-11,2.3464679568416773e-6,0.0,9.20158237077993e-10,normalF64
syn30h,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-146.5905978026148,-146.59059241562306,27,0.008607971,27.633604782,1.611488429,15335300480,27.633589029312134,27.617688824,15329599504,2.9912261600983925e-7,2.0405307058820363e-9,8.540470899235271e-7,0.0,5.0433474869083315e-9,normalF64
rsyn0820m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-3896.2304504500107,-3896.230516065251,23,0.017502649,15.677772443,0.883162709,8528008816,15.677756071090698,15.654826402,8520498016,1.3188219438742266e-7,3.384866374425835e-11,5.64675527993246e-6,0.0,9.333993033467778e-10,normalF64
syn20m02m,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-4884.227850769767,-4884.227844855074,18,0.011883786,4.193969463,0.175955302,1596466600,4.19395899772644,4.174032385,1585596904,3.4611668608963697e-7,7.086415635484492e-11,9.794070772851463e-7,0.0,5.886089049002491e-9,normalF64
instname,numtype,solver,systemsolver,status,rawstatus,primalobj,dualobj,niters,buildtime,moitime,gctime,bytes,solvertime,directionstime,directionsbytes,absgap,relgap,xfeas,yfeas,zfeas,notes
bss1,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,1.7112389658290479,1.7112389519387288,10,2.495509475,12.263969051,0.454290882,1403820663,7.980046033859253,4.960152554,555564817,2.0113103182950454e-8,1.1753532819109535e-8,2.1097881173537887e-9,0.0,3.232807375858977e-9,normalF64
demb782,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,0.6931471807039512,0.6931471803674041,7,0.000210392,1.355966146,0.035431389,207284783,1.3559560775756836,1.355469821,207089087,1.114741188246171e-9,1.6082315846041532e-9,2.505114200234751e-10,0.0,9.850150578158761e-11,normalF64
bss2,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,4.108531677908834,4.108531656840812,12,0.000490772,0.052984772,0.030847103,9577297,0.05297708511352539,0.051908619,9365425,6.001947380762651e-8,1.460849734665973e-8,6.379492322076736e-9,0.0,3.395028653149822e-9,normalF64
demb781,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,0.6931471836952724,0.6931470844461649,11,0.000294671,0.042304391,0.0,10864241,0.0422968864440918,0.041546932,10636145,2.2202941281540002e-7,3.2032077721686575e-7,9.049691223154882e-9,0.0,1.0466426895908326e-8,normalF64
synthes1,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,0.7592856792310594,0.7592752428292929,13,0.000365586,0.02856195,0.0,17426832,0.028554916381835938,0.026184513,17158432,1.4800783219394377e-6,1.9493304120179278e-6,6.166328263372327e-7,0.0,6.962250522464286e-8,normalF64
gptest,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-4.414286537290707,-4.414286569181245,15,0.000333723,0.022370337,0.0,12468416,0.022362947463989258,0.021517909,12218672,2.8702357490750785e-8,6.502150970101506e-9,3.5453648486538328e-9,0.0,1.5043064769556682e-9,normalF64
rijc781,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-4.414286537290707,-4.414286569181245,15,0.000306485,0.023178691,0.0,12826800,0.02316904067993164,0.022408786,12577040,2.8702357490750785e-8,6.502150970101506e-9,3.5453648486538328e-9,0.0,1.5043064769556682e-9,normalF64
synthes2,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,-0.5544166733580358,-0.554418029003486,15,0.000323424,0.024564856,0.0,11893184,0.024547100067138672,0.023675942,11618080,6.354219709159875e-8,1.1461090574122027e-7,1.232034408667634e-7,0.0,3.820897671977018e-9,normalF64
rijc784,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,13.342702897267602,13.342702860842707,15,0.000407321,0.066190277,0.029704967,25444064,0.06618309020996094,0.065227238,25170032,8.917434658750611e-9,6.683379485966757e-10,4.356477723174737e-8,0.0,2.3368187875853808e-9,normalF64
rijc785,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,3.375177974614191,3.375177960770316,19,0.000365399,0.069784572,0.0,65098544,0.06977701187133789,0.06871561,64803552,3.6044930317238877e-7,1.0679416237066312e-7,9.825971364412242e-8,0.0,6.61767764088613e-9,normalF64
rijc786,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,3.3750742295334137,3.3750742106874636,11,0.000821183,0.020187914,0.0,11184880,0.020170927047729492,0.018930593,10891824,2.4767994579247277e-7,7.338503698916393e-8,5.643032658532254e-8,0.0,3.3612336405524992e-9,normalF64
syn05m,Float64,hypatia,qrchol_dense,OPTIMAL,Optimal,-1144.5242631306655,-1144.5242631257681,17,0.000291749,0.016875631,0.0,8985664,0.016869068145751953,0.01597583,8672720,3.5064062764433857e-11,3.06363647272288e-14,4.882632535728187e-9,0.0,7.624711653577308e-12,normalF64
rijc782,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,8.748279897179964,8.748279873950718,22,0.00049949,0.119953897,0.019167579,85346544,0.11994719505310059,0.118558108,85011184,6.412930261823213e-8,7.3305042296585075e-9,1.6253781416076842e-8,0.0,3.0554646561070136e-9,normalF64
batchdes,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,160860.7518562199,160860.75186019158,45,0.000340256,0.237714285,0.039209983,59743136,0.23770403861999512,0.234852486,59396736,1.468458711359065e-14,9.128756980045339e-20,9.163818083235929e-5,0.0,4.923232022132362e-14,normalF64
synthes3,Float64,hypatia,qrchol_dense,OTHER_ERROR,NumericalFailure,15.082185295131948,15.08218222694085,17,0.000411541,0.072476218,0.0,21672048,0.07246589660644531,0.071012058,21267040,1.1976382386626552e-7,7.940749028501659e-9,5.193299078530365e-6,0.0,3.726588680534063e-9,normalF64
