# n = 4
signal_ratio,refrmse,deg,ignore_mono,ignore_conv,use_wsos,rmse,tm
0.0,0.0,2,true,true,true,1.4688029700241816,1.41276425
0.0,0.0,2,true,true,false,1.4688011939136172,0.296763535
0.0,0.0,2,true,false,true,1.4688012981927054,5.724879384
0.0,0.0,2,true,false,false,1.4688011968837977,0.055705476
0.0,0.0,2,false,true,true,2.173412169531848,1.421428493
0.0,0.0,2,false,true,false,2.1734178215558715,0.021518203
0.0,0.0,2,false,false,true,2.17341161055922,6.902903518
0.0,0.0,2,false,false,false,2.1734191970201406,0.025131738
0.0,0.0,3,true,true,true,0.5149428773753424,1.131913179
0.0,0.0,3,true,true,false,0.5149421567554592,0.012933823
0.0,0.0,3,true,false,true,0.805053606051262,14.138430233
0.0,0.0,3,true,false,false,0.805052694392064,0.299099625
0.0,0.0,3,false,true,true,0.5149422195495763,1.537925526
0.0,0.0,3,false,true,false,0.514943340778107,0.029333854
0.0,0.0,3,false,false,true,0.8050532722050403,16.797305803
0.0,0.0,3,false,false,false,0.805063951243561,0.288705743
0.0,0.0,4,true,true,true,0.1327906832872317,191.104527403
0.0,0.0,4,true,true,false,0.13279057115183732,0.044036336
0.0,0.0,4,true,false,true,0.13279057208533973,738.292074218
0.0,0.0,4,true,false,false,0.1327915112496072,0.361995704
0.0,0.0,4,false,true,true,0.13279063107560854,193.686141733
0.0,0.0,4,false,true,false,0.13279269908651278,0.121776755
0.0,0.0,4,false,false,true,0.1327905813911393,737.582150398
0.0,0.0,4,false,false,false,0.13284785828980422,0.426105412
0.0,0.0,5,true,true,true,0.000303849842896851,180.778571506
0.0,0.0,5,true,true,false,2.439563069631483e-6,0.052697662
0.0,0.0,5,true,false,true,1.3212970340269803e-5,659.648306281
0.0,0.0,5,true,false,false,0.0008225791904371741,207.930068667
0.0,0.0,5,false,true,true,7.245278022051064e-5,182.127480591
0.0,0.0,5,false,true,false,0.0012307982188664902,0.132254148
0.0,0.0,5,false,false,true,2.246514908912706e-5,746.245598227
0.0,0.0,5,false,false,false,0.0008403054285630665,222.128723758
