# n = 2
signal_ratio,refrmse,deg,ignore_mono,ignore_conv,use_wsos,rmse,tm
100.0,0.7267748185210309,4,true,true,true,2.630739705066944,0.257139731
100.0,0.7267748185210309,4,true,true,false,2.6307372798190745,0.051250642
100.0,0.7267748185210309,4,true,false,true,2.6320292234080007,1.477549696
100.0,0.7267748185210309,4,true,false,false,2.633849638595731,0.08324405
100.0,0.7267748185210309,4,false,true,true,2.6484567673614876,0.415397912
100.0,0.7267748185210309,4,false,true,false,2.6484627146828754,0.066206207
100.0,0.7267748185210309,4,false,false,true,2.6484567471906626,1.726809958
100.0,0.7267748185210309,4,false,false,false,2.648456952858286,0.082471675
100.0,0.7267748185210309,5,true,true,true,2.592444851739799,0.273489073
100.0,0.7267748185210309,5,true,true,false,2.592442867340647,0.050995008
100.0,0.7267748185210309,5,true,false,true,2.6131184274055883,1.955224474
100.0,0.7267748185210309,5,true,false,false,2.619369482281939,0.314439919
100.0,0.7267748185210309,5,false,true,true,2.612490517914281,0.543135231
100.0,0.7267748185210309,5,false,true,false,2.612512952697706,0.076845514
100.0,0.7267748185210309,5,false,false,true,2.6255340280981,1.939451314
100.0,0.7267748185210309,5,false,false,false,2.626840296941546,0.32393926
100.0,0.7267748185210309,6,true,true,true,2.5549275286649293,1.910082817
100.0,0.7267748185210309,6,true,true,false,2.554925614435427,0.058544812
100.0,0.7267748185210309,6,true,false,true,2.5956952670292295,18.40440305
100.0,0.7267748185210309,6,true,false,false,2.608675416697537,0.430015791
100.0,0.7267748185210309,6,false,true,true,2.595556402558149,2.2608995
100.0,0.7267748185210309,6,false,true,false,2.595657777945577,0.113515111
100.0,0.7267748185210309,6,false,false,true,2.613830070448415,26.597469541
100.0,0.7267748185210309,6,false,false,false,2.62082274636961,0.365615439
100.0,0.7267748185210309,7,true,true,true,2.5040701099632483,1.905117078
100.0,0.7267748185210309,7,true,true,false,2.5040685548563495,0.050583293
100.0,0.7267748185210309,7,true,false,true,2.5854849155155,23.2430922
100.0,0.7267748185210309,7,true,false,false,2.6049176664464637,6.555438901
100.0,0.7267748185210309,7,false,true,true,2.564816149316547,2.523468104
100.0,0.7267748185210309,7,false,true,false,2.564879920036423,0.156871333
100.0,0.7267748185210309,7,false,false,true,2.604546381380933,30.857672517
100.0,0.7267748185210309,7,false,false,false,2.6155169713474513,7.294380039
10.0,2.2982637725819837,2,true,true,true,4.751244889354481,0.144390067
10.0,2.2982637725819837,2,true,true,false,4.751244958725547,0.04172468
10.0,2.2982637725819837,2,true,false,true,4.751240342229904,0.283715571
10.0,2.2982637725819837,2,true,false,false,4.751240370696003,0.056520519
10.0,2.2982637725819837,2,false,true,true,4.751276406171273,0.257243298
10.0,2.2982637725819837,2,false,true,false,4.751277478207962,0.014655805
10.0,2.2982637725819837,2,false,false,true,4.751276192816282,0.411394543
10.0,2.2982637725819837,2,false,false,false,4.751276287396897,0.017372247
10.0,2.2982637725819837,3,true,true,true,4.741020758692396,0.128815654
10.0,2.2982637725819837,3,true,true,false,4.741020839288822,0.006261783
10.0,2.2982637725819837,3,true,false,true,4.741598995371465,0.417953533
10.0,2.2982637725819837,3,true,false,false,4.7417905449098,0.030426776
10.0,2.2982637725819837,3,false,true,true,4.741442480048562,0.246992368
10.0,2.2982637725819837,3,false,true,false,4.7414432230934445,0.016875563
10.0,2.2982637725819837,3,false,false,true,4.742605393207036,0.494362535
10.0,2.2982637725819837,3,false,false,false,4.742609738859356,0.036110918
10.0,2.2982637725819837,4,true,true,true,4.678351585618454,0.212354359
10.0,2.2982637725819837,4,true,true,false,4.678351837192379,0.00852822
10.0,2.2982637725819837,4,true,false,true,4.700523899191328,1.323298532
10.0,2.2982637725819837,4,true,false,false,4.71074538545841,0.034332049
10.0,2.2982637725819837,4,false,true,true,4.726136304923781,0.41113052
10.0,2.2982637725819837,4,false,true,false,4.726139998155638,0.029956349
10.0,2.2982637725819837,4,false,false,true,4.7281520978072695,2.034727718
10.0,2.2982637725819837,4,false,false,false,4.728199457844694,0.04601067
10.0,2.2982637725819837,5,true,true,true,4.610082881492944,0.21770191
10.0,2.2982637725819837,5,true,true,false,4.610078665425136,0.012720125
10.0,2.2982637725819837,5,true,false,true,4.686501899679584,1.532004712
10.0,2.2982637725819837,5,true,false,false,4.701315018056616,0.280795642
10.0,2.2982637725819837,5,false,true,true,4.67591859348053,0.435338178
10.0,2.2982637725819837,5,false,true,false,4.675922841825379,0.033208494
10.0,2.2982637725819837,5,false,false,true,4.710907239249476,1.848090394
10.0,2.2982637725819837,5,false,false,false,4.713201541148899,0.311468206
10.0,2.2982637725819837,6,true,true,true,4.5433635591526365,1.823249301
10.0,2.2982637725819837,6,true,true,false,4.5433606628175,0.011097699
10.0,2.2982637725819837,6,true,false,true,4.664176709038122,21.385835409
10.0,2.2982637725819837,6,true,false,false,4.684351889225938,0.353026231
10.0,2.2982637725819837,6,false,true,true,4.656029661145627,2.322351478
10.0,2.2982637725819837,6,false,true,false,4.656086352562424,0.070653747
10.0,2.2982637725819837,6,false,false,true,4.695498070098595,22.501863474
10.0,2.2982637725819837,6,false,false,false,4.7047993879951235,0.361761949
10.0,2.2982637725819837,7,true,true,true,4.4529375959962945,1.849577162
10.0,2.2982637725819837,7,true,true,false,4.452933755226452,0.020556927
10.0,2.2982637725819837,7,true,false,true,4.65801096500099,25.273946372
10.0,2.2982637725819837,7,true,false,false,4.679994456361639,7.657640426
10.0,2.2982637725819837,7,false,true,true,4.625366942600899,2.485953927
10.0,2.2982637725819837,7,false,true,false,4.625513440883192,0.113318917
10.0,2.2982637725819837,7,false,false,true,4.682405678676573,30.87941864
10.0,2.2982637725819837,7,false,false,false,4.699893978879986,7.368380747
2.0,5.139074025718433,2,true,true,true,7.098440703679892,0.118947994
2.0,5.139074025718433,2,true,true,false,7.098434013225086,0.025502974
2.0,5.139074025718433,2,true,false,true,7.09843403877935,0.242104304
2.0,5.139074025718433,2,true,false,false,7.098434476691644,0.010569654
2.0,5.139074025718433,2,false,true,true,7.098434075883608,0.266743734
2.0,5.139074025718433,2,false,true,false,7.098434159766671,0.024390724
2.0,5.139074025718433,2,false,false,true,7.098434022832913,0.427453969
2.0,5.139074025718433,2,false,false,false,7.098434261983292,0.025797994
2.0,5.139074025718433,3,true,true,true,7.088326712459859,0.122918908
2.0,5.139074025718433,3,true,true,false,7.088320049591234,0.009626613
2.0,5.139074025718433,3,true,false,true,7.0912268580585245,0.390664761
2.0,5.139074025718433,3,true,false,false,7.091557352695201,0.031392428
2.0,5.139074025718433,3,false,true,true,7.091185865435685,0.230229853
2.0,5.139074025718433,3,false,true,false,7.091187453313883,0.022080162
2.0,5.139074025718433,3,false,false,true,7.093897599990092,0.45304884
2.0,5.139074025718433,3,false,false,false,7.093905386860372,0.027646881
2.0,5.139074025718433,4,true,true,true,6.9958299990343935,0.21118121
2.0,5.139074025718433,4,true,true,false,6.995823584769977,0.015044545
2.0,5.139074025718433,4,true,false,true,7.048291930728946,1.345450534
2.0,5.139074025718433,4,true,false,false,7.062716000166951,0.037458017
2.0,5.139074025718433,4,false,true,true,7.07431973292,0.385038601
2.0,5.139074025718433,4,false,true,false,7.074324072804207,0.030644849
2.0,5.139074025718433,4,false,false,true,7.083230747182403,1.770091424
2.0,5.139074025718433,4,false,false,false,7.0832447239334115,0.041127712
2.0,5.139074025718433,5,true,true,true,6.893678193599966,0.214054095
2.0,5.139074025718433,5,true,true,false,6.893672045551585,0.00899026
2.0,5.139074025718433,5,true,false,true,7.038308575662981,1.505487949
2.0,5.139074025718433,5,true,false,false,7.055695432070444,0.311974735
2.0,5.139074025718433,5,false,true,true,7.021729213038677,0.461152217
2.0,5.139074025718433,5,false,true,false,7.021749052450552,0.035117917
2.0,5.139074025718433,5,false,false,true,7.069512333492739,1.890917113
2.0,5.139074025718433,5,false,false,false,7.071469857875509,0.300765082
2.0,5.139074025718433,6,true,true,true,6.793908357133496,1.823665027
2.0,5.139074025718433,6,true,true,false,6.793902404731115,0.016569968
2.0,5.139074025718433,6,true,false,true,7.014471133743672,21.438417834
2.0,5.139074025718433,6,true,false,false,7.034550842900335,0.357114934
2.0,5.139074025718433,6,false,true,true,7.004994557288508,2.327801867
2.0,5.139074025718433,6,false,true,false,7.005012987828612,0.070374408
2.0,5.139074025718433,6,false,false,true,7.057198632085355,22.626890186
2.0,5.139074025718433,6,false,false,false,7.0626467987245,0.382965805
2.0,5.139074025718433,7,true,true,true,6.658693839738181,1.872444652
2.0,5.139074025718433,7,true,true,false,6.658689314846672,0.018141339
2.0,5.139074025718433,7,true,false,true,7.00781687943514,33.062892068
2.0,5.139074025718433,7,true,false,false,7.030842162821818,7.516847484
2.0,5.139074025718433,7,false,true,true,6.985289208019411,2.424765607
2.0,5.139074025718433,7,false,true,false,6.985320431728739,0.120316608
2.0,5.139074025718433,7,false,false,true,7.044584923284129,36.192986628
2.0,5.139074025718433,7,false,false,false,7.0589927423438725,6.9139374
