d,t1,v1,t2,v2,fact
2,2.668e-5,3.8584242028418685e-11,5.246e-5,4.946529561106937e-5,Ch
5,3.977e-5,9.011941515451862e-9,0.000116371,0.11687568780270609,Ch
10,5.874e-5,1.2671914723401717e-9,0.000569764,0.0010680079483505985,Ch
20,0.000125631,1.5187472519315574e-7,0.00545469,1.1504737438643922,BK
50,0.000498183,1.7207024855743855e-7,0.103865945,0.463383928403291,Ch
100,0.001914984,1.3981781677773969e-8,1.175527551,0.20228566094009884,Ch
200,0.01256155,3.484398736339882e-8,17.727901778,0.09477183926170551,Ch
