example,model_type,inst_set,inst_num,inst_data,extender,real_T,solver,solver_options,nondefaults,script_status,n,p,q,nu,cone_types,num_cones,max_q,status,solve_time,iters,primal_obj,dual_obj,rel_obj_diff,compl,x_viol,y_viol,z_viol,time_rescale,time_initx,time_inity,time_unproc,time_loadsys,time_upsys,time_upfact,time_uprhs,time_getdir,time_search,setup_time,check_time,total_time
nonparametricdistr,JuMP,nat,1,"(500, Main.Examples.VecNegGeom())",,Float64,Hypatia,,,Success,501,251,501,501.0,"[""HypoGeoMean""]",1,501,Optimal,0.029829978942871094,10,-0.9054791221272898,-0.9054791676837196,2.3908122756382926e-8,4.562496867194973e-8,2.8424984588326652e-11,2.2691983577168866e-16,1.5061607516742015e-10,0.002215993,0.000294681,0.011552362,0.000627421,0.000956281,0.009520923999999998,0.00292292,0.00013991500000000003,0.003027408,0.000644621,1.102060412,1.002185969,65.876089539
nonparametricdistr,JuMP,nat,2,"(1000, Main.Examples.VecNegGeom())",,Float64,Hypatia,,,Success,1001,501,1001,1001.0,"[""HypoGeoMean""]",1,1001,Optimal,0.11899805068969727,11,-0.8999609992428287,-0.8999610032402705,2.103959931379558e-9,3.990301821265214e-9,4.4335646265381e-12,1.703598966857383e-16,4.978684131629052e-12,0.009153753,0.000953661,0.042198618,0.001962051,0.003497975,0.046925876000000005,0.011719239000000001,0.00046537099999999996,0.010597198,0.0015035329999999998,1.001758185,1.001870971,58.311806469
nonparametricdistr,JuMP,nat,3,"(2500, Main.Examples.VecNegGeom())",,Float64,Hypatia,,,Success,2501,1251,2501,2501.0,"[""HypoGeoMean""]",1,2501,Optimal,1.0511791706085205,11,-0.9077474215096328,-0.9077474878715703,3.4785493322702234e-8,6.638239178547055e-8,8.43108916015467e-12,3.636524197412748e-16,3.7493508298069855e-11,0.060758401,0.004116915,0.447026694,0.009435805,0.021094674,0.39761832999999996,0.07390813100000002,0.0011504329999999998,0.100661098,0.0037651489999999998,3.007334614,2.003125111,60.941953208
nonparametricdistr,JuMP,nat,4,"(5000, Main.Examples.VecNegGeom())",,Float64,Hypatia,,,Success,5001,2501,5001,5001.0,"[""HypoGeoMean""]",1,5001,Optimal,7.5157551765441895,9,-0.9127578168382248,-0.9127578499784423,1.732588240092423e-8,3.3144527921192457e-8,1.7558732245959163e-12,1.8186256784101744e-16,9.420020319339528e-12,0.260649918,0.066643481,4.346607621,0.032454812,0.074421976,1.789336815,0.26308757,0.0012576040000000005,0.8626658420000001,0.004541551,8.015110148,8.018700144,74.39882627
nonparametricdistr,JuMP,nat,5,"(10000, Main.Examples.VecNegGeom())",,Float64,Hypatia,,,Success,10001,5001,10001,10001.0,"[""HypoGeoMean""]",1,10001,Optimal,69.88298296928406,12,-0.9112153103457614,-0.9112154012499066,4.756352693256879e-8,9.4732868084757e-8,2.1116813297972215e-9,2.000688275072935e-15,1.2811085525754606e-11,1.117546273,0.270329782,48.41226175,0.099086554,0.389340014,14.32329848,1.7059962270000002,0.002764316,4.851769197000001,0.021096902,29.059342623,70.17080054,155.849833508
nonparametricdistr,JuMP,nat,6,"(15000, Main.Examples.VecNegGeom())",,Float64,Hypatia,,,Success,15001,7501,15001,15001.0,"[""HypoGeoMean""]",1,15001,Optimal,229.13747596740723,14,-0.9104472356559694,-0.9104472727476365,1.941517444643412e-8,3.7093940336019315e-8,9.95370452727684e-13,2.667673280315235e-15,3.859579322806894e-12,2.676631899,0.533169281,162.007975007,0.17917909,1.08807079,49.772373058999996,5.628396260000001,0.003853037,11.833717252000001,0.036774744,68.139933893,229.580024838,353.129282359
nonparametricdistr,JuMP,nat,7,"(20000, Main.Examples.VecNegGeom())",,Float64,Hypatia,,,Success,20001,10001,20001,20001.0,"[""HypoGeoMean""]",1,20001,Optimal,552.0581221580505,16,-0.9138481606857465,-0.9138481680288741,3.836839193491705e-9,7.343285077232586e-9,4.8683279629813114e-14,1.8188984586229253e-16,5.456191054520332e-13,4.541770596,0.93161896,381.692076441,0.296283823,1.649189298,136.968824016,13.468162760000004,0.005467271000000001,23.92795682399999,0.057486196,136.279758248,553.405219675,748.347327909
nonparametricdistr,JuMP,nat,8,"(25000, Main.Examples.VecNegGeom())",,Float64,Hypatia,,,Success,25001,12501,25001,25001.0,"[""HypoGeoMean""]",1,25001,Optimal,1037.090805053711,15,-0.9119515487924061,-0.9119516009410285,2.7275074475537285e-8,5.2149094181830336e-8,4.9460435747050724e-14,1.455133317503985e-15,3.1090685581602884e-12,7.629468416,1.456379587,752.194874843,0.459974897,2.713898716,234.73680174999998,23.155435943999997,0.005920731,34.909013851,0.06343719,234.487323669,1038.661029327,1330.087124193
nonparametricdistr,JuMP,nat,1,"(500, Main.Examples.VecNegLog())",,Float64,Hypatia,,,Success,501,251,502,502.0,"[""EpiPerSepSpectral""]",1,502,Optimal,0.05916905403137207,17,49.64552905741707,49.64552806151281,1.966420919545876e-8,1.2122134091399346e-6,1.759126178058068e-11,3.4037975365753304e-16,1.6428779170407637e-9,0.001864133,0.000280832,0.009004739,0.00067256,0.000799316,0.031022908000000005,0.005005354000000001,0.00124044,0.007945147,0.005041746000000001,1.002047489,1.002932541,60.092662824
nonparametricdistr,JuMP,nat,2,"(1000, Main.Examples.VecNegLog())",,Float64,Hypatia,,,Success,1001,501,1002,1002.0,"[""EpiPerSepSpectral""]",1,1002,Optimal,0.22299695014953613,20,105.40384984393508,105.40384589935894,3.707174400144491e-8,4.864952717707977e-6,5.178997786181583e-10,2.2714652891431774e-16,2.4523823805022715e-9,0.00897666,0.000974721,0.043504371,0.00198721,0.003299031,0.126244644,0.021472356999999994,0.0032028229999999996,0.021750456999999994,0.010057046,1.002172603,1.002026194,58.785469808
