stepper,use_corr,use_curve_search,shift,rescale_thisconv,initx_thisconv,inity_thisconv,unproc_thisconv,uplhs_thisconv,uprhs_thisconv,getdir_thisconv,search_thisconv,rescale_allconv,initx_allconv,inity_allconv,unproc_allconv,uplhs_allconv,uprhs_allconv,getdir_allconv,search_allconv,rescale_all,initx_all,inity_all,unproc_all,uplhs_all,uprhs_all,getdir_all,search_all
Hypatia.Solvers.PredOrCentStepper{Float64},false,false,0,0.0004096169904137847,0.000713992384259184,0.0003352518650979293,0.00016546473374218597,0.016201699941199403,0.0004024330195588563,0.005326730506689723,0.006754929229799229,0.00042242407429146384,0.000713992384259184,0.0003352518650979293,0.00016546473374218597,0.016201699941199403,0.0004024330195588563,0.005326730506689723,0.006754929229799229,0.010026812007617467,0.015639229979195448,0.00854195864825001,0.004855398260639172,0.19006798488437773,0.009885881227856153,0.07806009630700253,0.0943967724063005
Hypatia.Solvers.PredOrCentStepper{Float64},true,false,0,0.0004330687609049395,0.0007862698433450818,0.0003621308800044896,0.00017016478433816304,0.01144916777129232,0.0019359353646230034,0.006031443726514211,0.007794355702139003,0.0004183160230394135,0.0007862698433450818,0.0003621308800044896,0.00017016478433816304,0.01144916777129232,0.0019359353646230034,0.006031443726514211,0.007794355702139003,0.007039022396988642,0.011513292160752477,0.006073192216450369,0.00325702004997793,0.10491592723738692,0.02421240299494766,0.06183017787771725,0.07639617630925787
Hypatia.Solvers.PredOrCentStepper{Float64},true,true,0,0.0004448844049761699,0.0008129105734069885,0.00033138378509222385,0.00015611021299954885,0.010180000187901186,0.001730979664662238,0.005568822688853351,0.003640917728193995,0.0004174565201147319,0.0008129105734069885,0.00033138378509222385,0.00015611021299954885,0.010180000187901186,0.001730979664662238,0.005568822688853351,0.003640917728193995,0.006424119525381743,0.010608767781442204,0.005027699203541682,0.0026874589455830127,0.08691852133266915,0.019898262912129816,0.05261431078396018,0.03694280100780369
Hypatia.Solvers.CombinedStepper{Float64},true,true,0,0.0004667117484615024,0.000867268315657614,0.00035165219078338826,0.00016132160283454888,0.00782360158572092,0.0020523098647496924,0.009137196850602965,0.004068814701785328,0.0004120539736784974,0.000867268315657614,0.00035165219078338826,0.00016132160283454888,0.00782360158572092,0.0020523098647496924,0.009137196850602965,0.004068814701785328,0.00631722201324078,0.010602806152701073,0.004986401735134944,0.0025999450466103998,0.06664070844087594,0.021779741497084913,0.07587033048981522,0.038587610148733124
Hypatia.Solvers.CombinedStepper{Float64},true,true,2,0.00046524258299842795,0.0008894169304789726,0.0003507810478032255,0.0001618702501459429,0.007663892807319803,0.0020103045570449888,0.008932743173539953,0.003169868021724109,0.0004088705188567723,0.0008894169304789726,0.0003507810478032255,0.0001618702501459429,0.007663892807319803,0.0020103045570449888,0.008932743173539953,0.003169868021724109,0.008363594015327743,0.014208857326472082,0.0066387790346377545,0.003526917370941972,0.08270598704721498,0.027682706484748923,0.0937461459899203,0.04017573034331662
